target,relatedWord,pinyin,meaning,level
尽,尽早,jǐn zǎo,càng sớm càng tốt,7
尽,详尽,xiángjìn,chi tiết,7
尽,应有尽有,yīng yǒu jìn yǒu,có tất cả những gì bạn cần,7
尾,尾巴,wěi ba,đuôi,2
尾,尾气,wěi qì,khí thải,5
尾,尾声,wěi shēng,kết thúc,7
尾,结尾,jié wěi,kết thúc,7
尾,追尾,zhuī wěi,đuôi theo,7
尾,鱼尾纹,yú wěi wén,"Nếp nhăn đuôi mắt, vết chân chim",8
尾,摇头摆尾,yáo tóu bǎi wěi,"Vẫy đuôi mừng rỡ (thường nói về chó); ra vẻ đắc ý, tự mãn",8
尿,糖尿病,táng niào bìng,bệnh tiểu đường,7
局,邮局,yóu jú,bưu điện,1
局,全局,quán jú,tình hình tổng thể,3
局,局限,jú xiàn,hạn chế,3
局,布局,bù jú,bố trí,5
局,局部,jú bù,phần,6
局,局面,jú miàn,tình hình,6
局,格局,gé jú,kết cấu,6
局,结局,jié jú,kết thúc,6
局,公安局,gōng'ān jú,cục công an,6
局,僵局,jiāng jú,bế tắc,7
局,出局,chū jú,bị loại,7
局,大局,dà jú,tình hình tổng thể,7
局,局势,jú shì,tình hình,7
局,顾全大局,gù quán dà jú,xem xét tình hình tổng thể,7
局,饭局,fàn jú,"Bữa tiệc, cuộc hẹn ăn uống (thường mang tính xã giao, công việc)",8
层,层次,céng cì,cấp độ,6
层,层面,céng miàn,mức độ,6
层,阶层,jiē céng,tầng lớp xã hội,6
层,高层,gāo céng,cấp cao,6
层,层出不穷,céng chū bù qióng,xuất hiện không ngừng,6
层,基层,jī céng,cấp cơ sở,7
层,底层,dǐ céng,tầng hầm,7
居,居民,jū mín,cư dân,2
居,居然,jū rán,bất ngờ,3
居,邻居,lín jū,hàng xóm,3
居,居住,jū zhù,"cư trú, sống",4
居,民居,mín jū,"nhà dân, nhà ở của người dân",5
居,起居,qǐ jū,"sinh hoạt hàng ngày, ăn ở",5
居,定居,dìng jū,định cư,7
居,居民楼,jū mín lóu,tòa nhà dân cư,7
居,居高临下,jū gāo lín xià,chiếm vị trí chỉ huy,7
居民,居民楼,jū mín lóu,tòa nhà dân cư,7
屈,不屈,bù qū,"Bất khuất, không chịu khuất phục",3
屈,委屈,wěi qu,cảm thấy oan ức,5
屈,屈服,qū fú,đầu hàng,6
屉,抽屉,chōu ti,ngăn kéo,3
届,历届,lì jiè,tất cả trước đó,7
届,届时,jiè shí,vào thời gian đã định,7
屋,同屋,tóng wū,bạn cùng phòng,1
屋,屋子,wū zi,nhà,2
屋,房屋,fáng wū,ngôi nhà,3
屋,屋顶,wū dǐng,mái nhà,7
屏,屏幕,píng mù,màn hình,3
屏,屏障,píng zhàng,màn chắn,6
屏,荧光屏,yíng guāng píng,"Màn hình huỳnh quang, màn hình (máy tính, TV)",7
屑,不屑,bù xiè,không đáng,3
展,展览,zhǎn lǎn,triển lãm,1
展,发展,fā zhǎn,phát triển,2
展,展开,zhǎn kāi,mở ra,3
展,展现,zhǎn xiàn,trưng bày,3
展,展示,zhǎn shì,trưng bày,3
展,开展,kāi zhǎn,phát triển,3
展,进展,jìn zhǎn,tiến triển,3
展,扩展,kuò zhǎn,mở rộng,4
展,参展,cān zhǎn,tham gia triển lãm,6
展,展望,zhǎn wàng,nhìn về tương lai,6
展,施展,shī zhǎn,phát huy đầy đủ tài năng hoặc khả năng,6
展,车展,chē zhǎn,triển lãm ô tô,6
展,展出,zhǎn chū,trưng bày,7
展,拓展,tuò zhǎn,mở rộng,7
展,画展,huà zhǎn,triển lãm tranh,7
展览,展览会,zhǎn lǎn huì,triển lãm,7
属,家属,jiā shǔ,thành viên gia đình,3
属,属于,shǔ yú,thuộc về,3
属,金属,jīn shǔ,kim loại,5
属,亲属,qīn shǔ,thân thuộc,6
属,附属,fù shǔ,phụ thuộc,6
属,下属,xià shǔ,cấp dưới,7
属,属性,shǔ xìng,thuộc tính,7
属,所属,suǒ shǔ,thuộc về,7
屠,屠场,tú chǎng,"Lò mổ, lò sát sinh",3
屠,屠杀,tú shā,tàn sát,7
屡,屡次,lǚ cì,nhiều lần,4
履,履行,lǚ xíng,thực hiện,7
履,步履蹒跚,bù lǚ pán shān,"Bước đi loạng choạng, lảo đảo",8
山,山峰,shān fēng,đỉnh núi,2
山,爬山,pá shān,leo núi,2
山,西山,Xī shān,Tây Sơn (tên địa danh),2
山,过山车,guò shān chē,"tàu lượn siêu tốc, tàu lượn",3
山,山坡,shān pō,sườn núi,4
山,登山,dēng shān,leo núi,4
山,山西,Shān xī,Sơn Tây (tỉnh),5
山,山谷,shān gǔ,thung lũng núi,6
山,泰山,Tài shān,Thái Sơn (tên núi),6
山,人山人海,rén shān rén hǎi,người đông như núi biển; đông nghịt người,6
山,下山,xià shān,đi xuống núi,7
山,冰山,bīng shān,tảng băng trôi,7
山,山冈,shān gāng,đồi thấp,7
山,山寨,shān zhài,hàng giả,7
山,山岭,shān lǐng,dãy núi,7
屹,屹立,yì lì,đứng vững,7
屿,岛屿,dǎo yǔ,đảo,5
岁,守岁,shǒu suì,thức đêm đón giao thừa,5
岁,岁数,suì shu,tuổi tác,6
岂,岂有此理,qǐ yǒu cǐ lǐ,Làm sao có thể như vậy?,7
岔,打岔,dǎ chà,gián đoạn,7
岗,岗位,gǎng wèi,vị trí,6
岗,上岗,shàng gǎng,nhận chức,7
岗,下岗,xià gǎng,mất việc,7
岛,荒岛,huāng dǎo,đảo hoang,3
岛,岛屿,dǎo yǔ,đảo,5
岛,青岛,Qīng dǎo,"Thanh Đảo (thành phố ở tỉnh Sơn Đông, Trung Quốc)",6
岛,秦皇岛,Qín huáng dǎo,Tần Hoàng Đảo (tên thành phố),6
岛,半岛,bàn dǎo,bán đảo,7
岩,岩石,yán shí,đá,5
岩,火成岩,huǒ chéng yán,"đá magma, đá núi lửa",5
岩,石灰岩,shí huī yán,đá vôi,5
岭,山岭,shān lǐng,dãy núi,7
岳,岳母,yuè mǔ,mẹ vợ,6
岳,岳父,yuè fù,bố vợ,7
岸,沿岸,yán'àn,dọc theo bờ biển,6
岸,海岸,hǎi'àn,bờ biển,7
峙,对峙,duì zhì,đối đầu,7
峡,峡谷,xiá gǔ,hẻm núi,7
峡,海峡,hǎi xiá,eo biển,7
峭,陡峭,dǒu qiào,dốc đứng,6
峭,悬崖峭壁,xuán yá qiào bì,vách đá dốc đứng,6
峰,山峰,shān fēng,đỉnh núi,2
峰,高峰,gāo fēng,đỉnh cao,5
峰,峰会,fēng huì,hội nghị thượng đỉnh,6
峰,巅峰,diān fēng,đỉnh cao,7
峰,高峰期,gāo fēng qī,giờ cao điểm,7
峰,峰回路转,fēng huí lù zhuǎn,sự việc đã có bước ngoặt mới,7
峻,严峻,yán jùn,nghiêm trọng,6
崇,崇拜,chóng bài,sùng bái,3
崇,崇敬,chóng jìng,tôn kính,6
崇,崇高,chóng gāo,"cao cả, cao quý",6
崇,崇尚,chóng shàng,tôn trọng,7
崖,悬崖峭壁,xuán yá qiào bì,vách đá dốc đứng,6
崖,悬崖,xuán yá,vách đá,7
崛,崛起,jué qǐ,trỗi dậy,7
崩,崩溃,bēng kuì,sụp đổ,6
崭,崭新,zhǎn xīn,mới tinh,3
嵌,镶嵌,xiāng qiàn,khảm,7
巅,巅峰,diān fēng,đỉnh cao,7
川,四川,Sì chuān,Tứ Xuyên (tỉnh),5
川,川流不息,chuān liú bù xī,dòng chảy không dừng,6
川,山川,shān chuān,núi sông,7
州,广州,Guǎng zhōu,Quảng Châu (thành phố),5
州,杭州,Háng zhōu,Hàng Châu (thành phố),5
州,柳州,liǔ zhōu,Liễu Châu (thành phố),5
州,苏州,Sū zhōu,Tô Châu (thành phố),5
巡,巡游,xún yóu,"Tuần tra, du ngoạn, đi vòng quanh",4
巡,巡逻,xún luó,tuần tra,6
巡,逡巡,qūn xún,"Chần chừ, do dự, đi đi lại lại (không quyết định)",7
巢,巢穴,cháo xué,"Hang ổ, sào huyệt",6
巢,鸟巢,niǎo cháo,tổ chim,7
工,工人,gōng rén,công nhân,1
工,工作,gōng zuò,công việc,1
工,工厂,gōng chǎng,nhà máy,2
工,打工,dǎ gōng,làm thêm,2
工,人工,rén gōng,nhân lực,3
工,加工,jiā gōng,gia công,3
工,员工,yuán gōng,nhân viên,3
工,工业,gōng yè,công nghiệp,3
工,工具,gōng jù,công cụ,3
工,工夫,gōng fu,thời gian rảnh rỗi,3
工,工资,gōng zī,lương,3
工,职工,zhí gōng,nhân viên và công nhân,3
工,工作日,gōng zuò rì,ngày làm việc,3
工,工程师,gōng chéng shī,kỹ sư,3
工,工程,gōng chéng,kỹ thuật,4
工作,工作日,gōng zuò rì,ngày làm việc,3
工作,工作量,gōng zuò liàng,khối lượng công việc,7
工商,工商界,gōng shāng jiè,giới kinh doanh và công nghiệp,7
工程,工程师,gōng chéng shī,kỹ sư,3
左,左边,zuǒ biān,bên trái,1
左,左右,zuǒ yòu,khoảng,2
左,左撇子,zuǒ piě zi,người thuận tay trái,4
左,左顾右盼,zuǒ gù yòu pàn,nhìn quanh,7
巧,巧克力,qiǎo kè lì,sô cô la,1
巧,技巧,jì qiǎo,kỹ xảo,4
巧,巧妙,qiǎo miào,khéo léo,5
巧,恰巧,qià qiǎo,vừa đúng lúc,6
巧,乖巧,guāi qiǎo,thông minh,7
巧,凑巧,còu qiǎo,thật tình cờ,7
巧,巧合,qiǎo hé,trùng hợp,7
巧,灵巧,líng qiǎo,khéo léo,7
巧,碰巧,pèng qiǎo,tình cờ,7
巧,心灵手巧,xīn líng shǒu qiǎo,khéo tay hay làm,7
巧,精巧,jīng qiǎo,"tinh xảo, khéo léo, tinh tế",8
巧,巧言令色,qiǎo yán lìng sè,"Lời lẽ khéo léo, vẻ mặt lấy lòng (thường mang ý tiêu cực, chỉ người giả dối, nịnh bợ)",8
巨,巨大,jù dà,khổng lồ,3
巨,艰巨,jiān jù,khó khăn và nặng nề,5
巨,巨人,jù rén,người khổng lồ,7
巨,巨响,jù xiǎng,"tiếng động lớn, tiếng vang trời",7
巨,巨型,jù xíng,khổng lồ,7
巨,巨头,jù tóu,đại gia,7
巨,巨星,jù xīng,siêu sao,7
巨,巨额,jù'é,số lượng khổng lồ,7
巩,巩固,gǒng gù,củng cố,6
巫,巫婆,wū pó,phù thủy,7
差,差不多,chà bu duō,"gần như, hầu như",1
差,差别,chā bié,sự khác biệt,2
差,差异,chā yì,sự khác biệt,3
差,出差,chū chāi,đi công tác,4
差,差距,chā jù,khoảng cách,5
差,时差,shí chā,sự chênh lệch thời gian,5
差,偏差,piān chā,sai lệch,6
差,误差,wù chā,lỗi,6
差,反差,fǎn chā,tương phản,7
差,差事,chāi shì,"Công việc được giao, nhiệm vụ; việc vặt",7
差,差错,chā cuò,sai lầm,7
差,差额,chā'é,sự khác biệt,7
差,相差,xiāng chà,khác biệt,7
差,落差,luò chā,độ cao rơi,7
差,顺差,shùn chā,thặng dư,7
己,自己,zì jǐ,"bản thân, riêng",1
己,各抒己见,gè shū jǐ jiàn,mỗi người nêu ý kiến,6
己,知己,zhī jǐ,thấu hiểu,7
己,安分守己,ān fèn shǒu jǐ,"An phận thủ thường, biết thân biết phận",7
己,损人利己,sǔn rén lì jǐ,hại người lợi mình,7
己,身不由己,shēn bù yóu jǐ,không tự chủ,7
已,已经,yǐ jīng,đã,1
已,早已,zǎo yǐ,đã sớm,3
已,而已,ér yǐ,mà thôi,6
已,不得已,bù dé yǐ,không có lựa chọn nào khác,6
已,不已,bù yǐ,không ngừng,7
已,赞叹不已,zàn tàn bù yǐ,khen ngợi không ngừng,7
巴,大巴,dà bā,xe buýt,1
巴,尾巴,wěi ba,đuôi,2
巴,巴掌,bā zhang,lòng bàn tay; cái tát,2
巴,结结巴巴,jiē jie bā bā,"lắp bắp, cà lăm",3
巴,嘴巴,zuǐ ba,miệng,4
巴,巴士,bā shì,xe buýt,4
巴,巴基斯坦,Bā jī sī tǎn,Pakistan,5
巴,巴结,bā jie,nịnh bợ,6
巴,巴黎,Bā lí,Paris (thủ đô của Pháp),7
巴,眨巴,zhǎ ba,"chớp (mắt), nháy (mắt)",7
巴,巴不得,bā bu de,mong ước,7
巴,下巴,xià ba,Cằm.,8
巷,大街小巷,dà jiē xiǎo xiàng,phố lớn ngõ nhỏ,7
巾,围巾,wéi jīn,khăn quàng cổ,4
巾,毛巾,máo jīn,khăn,4
币,人民币,rén mín bì,nhân dân tệ,3
币,外币,wài bì,ngoại tệ,6
币,货币,huò bì,tiền tệ,6
币,硬币,yìng bì,đồng xu,7
市,超市,chāo shì,siêu thị,1
市,市长,shì zhǎng,thị trưởng,2
市,城市,chéng shì,thành phố,3
市,市场,shì chǎng,chợ,3
市,市区,shì qū,khu đô thị,4
市,上市,shàng shì,"lên sàn, đưa ra thị trường",6
市,市民,shì mín,công dân,6
市,都市,dū shì,"thành phố, đô thị",6
市,夜市,yè shì,chợ đêm,7
市,归市,guī shì,tập hợp,7
市,股市,gǔ shì,thị trường chứng khoán,7
市,菜市场,cài shì chǎng,chợ thực phẩm,7
市,市场经济,shì chǎng jīng jì,kinh tế thị trường,7
市,海市蜃楼,hǎi shì shèn lóu,"ảo ảnh, lâu đài trên biển",7
市场,菜市场,cài shì chǎng,chợ thực phẩm,7
市场,市场经济,shì chǎng jīng jì,kinh tế thị trường,7
布,公布,gōng bù,công bố,3
布,宣布,xuān bù,công bố,3
布,分布,fēn bù,phân phối,4
布,布置,bù zhì,sắp xếp,4
布,布局,bù jú,bố trí,5
布,散布,sàn bù,khuếch tán,5
布,发布,fā bù,công bố,6
布,布告,bù gào,thông báo,6
布,布满,bù mǎn,phủ kín,6
布,遍布,biàn bù,phổ biến khắp nơi,6
布,颁布,bān bù,ban hành,6
布,瀑布,pù bù,thác nước,7
布,发布会,fā bù huì,họp báo,7
布,抹布,mā bù,"giẻ lau, khăn lau",8
帅,帅哥,shuài gē,anh chàng đẹp trai,4
帆,帆船,fān chuán,thuyền buồm,5
帆,一帆风顺,yī fān fēng shùn,thuận buồm xuôi gió,7
师,师傅,shī fu,"thầy, công nhân lành nghề",1
师,老师,lǎo shī,giáo viên,1
师,厨师,chú shī,đầu bếp,2
师,教师,jiào shī,giáo viên,2
师,工程师,gōng chéng shī,kỹ sư,3
师,律师,lǜ shī,luật sư,4
师,摄影师,shè yǐng shī,nhiếp ảnh gia,5
师,大师,dà shī,đại sư,6
师,师父,shī fu,sư phụ,6
师,师生,shī shēng,giáo viên và học sinh,6
师,师范,shī fàn,trường sư phạm,6
师,设计师,shè jì shī,nhà thiết kế,6
师,导师,dǎo shī,giáo viên hướng dẫn,7
师,师资,shī zī,giáo viên,7
师,师长,shī zhǎng,giáo viên,7
希,希望,xī wàng,hy vọng,1
希,希腊,Xī là,Hy Lạp,3
帐,帐篷,zhàng peng,lều,6
帐,帐子,zhàng zi,màn chống muỗi,7
帐,蚊帐,wén zhàng,mùng,7
帕,手帕,shǒu pà,khăn tay,7
帖,帖子,tiě zi,bài viết,7
帖,请帖,qǐng tiě,thiếp mời,7
帘,窗帘,chuāng lián,rèm cửa,5
帘,帘子,lián zi,rèm,7
帚,扫帚,sào zhou,Chổi,3
帜,旗帜,qí zhì,cờ,3
帝,皇帝,huáng dì,hoàng đế,5
帝,上帝,shàng dì,Chúa,6
帝,帝国,dì guó,đế quốc,7
帝,帝国主义,dì guó zhǔ yì,chủ nghĩa đế quốc,7
帝,帝王,dì wáng,"đế vương, vua chúa",8
帝国,帝国主义,dì guó zhǔ yì,chủ nghĩa đế quốc,7
带,带动,dài dòng,dẫn dắt,2
带,带来,dài lái,mang đến,2
带,一带,yī dài,khu vực lân cận,3
带,带领,dài lǐng,dẫn dắt,3
带,领带,lǐng dài,cà vạt,4
带,带有,dài yǒu,có,5
带,携带,xié dài,mang theo,6
带,温带,wēn dài,vùng ôn đới,6
带,带头,dài tóu,dẫn đầu,7
带,带路,dài lù,dẫn đường,7
带,带队,dài duì,dẫn một nhóm người,7
带,热带,rè dài,Vùng nhiệt đới,7
带,皮带,pí dài,dây nịt,7
带,磁带,cí dài,băng từ,7
带,纽带,niǔ dài,mối liên hệ,7
带头,带头人,dài tóu rén,người dẫn đầu,7
席,缺席,quē xí,vắng mặt,3
席,主席,zhǔ xí,chủ tịch,4
席,出席,chū xí,tham dự,4
席,首席,shǒu xí,thủ lĩnh,6
席,席位,xí wèi,ghế trong quốc hội,7
帮,帮助,bāng zhù,giúp đỡ,1
帮,帮忙,bāng máng,giúp đỡ,1
帮,腮帮子,sāi bāng zi,"má, gò má",4
帮,帮手,bāng shǒu,người giúp đỡ,6
常,常常,cháng cháng,thường xuyên,1
常,非常,fēi cháng,"cực kỳ, rất",1
常,常用,cháng yòng,thường dùng,2
常,常见,cháng jiàn,phổ biến,2
常,平常,píng cháng,bình thường,2
常,正常,zhèng cháng,bình thường,2
常,经常,jīng cháng,thường xuyên,2
常,家常菜,jiā cháng cài,"món ăn gia đình, món ăn thường ngày",2
常,日常,rì cháng,hàng ngày,3
常,通常,tōng cháng,thường thì,3
常,常识,cháng shí,kiến thức chung; lẽ thường,4
常,家常,jiā cháng,thường ngày trong gia đình,5
常,照常,zhào cháng,như thường lệ,5
常,反常,fǎn cháng,bất thường,6
常,常年,cháng nián,suốt cả năm,6
帽,帽子,mào zi,mũ,3
幅,幅度,fú dù,mức độ,6
幅,篇幅,piān fú,độ dài,7
幅,大幅度,dà fú dù,với biên độ rộng,7
幅度,大幅度,dà fú dù,với biên độ rộng,7
幕,屏幕,píng mù,màn hình,3
幕,字幕,zì mù,phụ đề,5
幕,开幕,kāi mù,khai mạc,5
幕,开幕式,kāi mù shì,lễ khai mạc,5
幕,内幕,nèi mù,câu chuyện nội tình,7
幕,幕后,mù hòu,hậu trường,7
幕,序幕,xù mù,lời mở đầu,7
幕,银幕,yín mù,màn hình,7
干,干净,gān jìng,sạch sẽ,1
干,干什么,gàn shén me,làm gì?,1
干,干杯,gān bēi,cạn ly,2
干,干活,gàn huó,làm việc,2
干,干吗,gàn mā,Làm gì?,3
干,干脆,gān cuì,"đơn giản, trực tiếp",3
干,能干,néng gàn,có khả năng,4
干,饼干,bǐng gān,bánh quy,4
干,干燥,gān zào,khô,5
干,枝干,zhī gàn,"Cành cây, thân cây",5
干,干活儿,gàn huór,"làm việc, lao động",5
干,干扰,gān rǎo,can thiệp,6
干,干涉,gān shè,can thiệp,6
干,干预,gān yù,can thiệp,6
干,才干,cái gàn,tài năng,6
干活,干活儿,gàn huór,"làm việc, lao động",5
平,平时,píng shí,thường ngày,1
平,公平,gōng píng,công bằng,2
平,平安,píng'ān,bình an; an toàn,2
平,平常,píng cháng,bình thường,2
平,平等,píng děng,bình đẳng,2
平,水平,shuǐ píng,"mức độ, tiêu chuẩn",2
平,一路平安,yī lù píng'ān,Thượng lộ bình an,2
平,平方公里,píng fāng gōng lǐ,Kilômét vuông (km²),2
平,和平,hé píng,hòa bình,3
平,生态平衡,shēng tài píng héng,Cân bằng sinh thái,3
平,平均,píng jūn,trung bình; bình quân,4
平,平方,píng fāng,vuông,4
平,平稳,píng wěn,êm ả và ổn định,4
平,平静,píng jìng,bình tĩnh,4
平,平衡,píng héng,cân bằng,5
平安,一路平安,yī lù píng'ān,Thượng lộ bình an,2
平常,平常心,píng cháng xīn,bình thường,7
平方,平方公里,píng fāng gōng lǐ,Kilômét vuông (km²),2
平方,平方米,píng fāng mǐ,mét vuông,6
平日,平日里,píng rì lǐ,"Thông thường, bình thường, ngày thường",7
平衡,生态平衡,shēng tài píng héng,Cân bằng sinh thái,3
年,今年,jīn nián,năm nay,1
年,半年,bàn nián,nửa năm,1
年,去年,qù nián,năm ngoái,1
年,年纪,nián jì,tuổi tác,1
年,新年,xīn nián,Năm mới,1
年,明年,míng nián,năm sau,1
年,中年,zhōng nián,trung niên,2
年,全年,quán nián,cả năm,2
年,前年,qián nián,năm trước nữa,2
年,周年,zhōu nián,kỷ niệm,2
年,年级,nián jí,lớp,2
年,年轻,nián qīng,trẻ,2
年,老年,lǎo nián,tuổi già,2
年,过年,guò nián,đón Tết,2
年,青年,qīng nián,thanh niên,2
年纪,上年纪,shàng nián ji,"có tuổi, lớn tuổi",3
并,并且,bìng qiě,"và, ngoài ra",3
并,并列,bìng liè,đứng cạnh nhau,5
并,合并,hé bìng,hợp nhất,6
并,并行,bìng xíng,tiến hành song song,7
并,并购,bìng gòu,sáp nhập và mua lại,7
并,并非,bìng fēi,không phải,7
并,相提并论,xiāng tí bìng lùn,đặt ngang hàng,7
幸,幸福,xìng fú,hạnh phúc,1
幸,万幸,wàn xìng,"May mắn thay, may mắn tột cùng, thật may mắn.",2
幸,幸运,xìng yùn,may mắn,3
幸,幸亏,xìng kuī,may mắn thay,5
幸,不幸,bù xìng,bất hạnh,6
幸,幸免,xìng miǎn,thoát hiểm,7
幸,幸好,xìng hǎo,may mắn thay,7
幸,幸存,xìng cún,sống sót,7
幸,庆幸,qìng xìng,vui mừng,7
幸,有幸,yǒu xìng,may mắn,7
幸,荣幸,róng xìng,vinh danh,7
幻,幻想,huàn xiǎng,ảo tưởng,5
幻,幻影,huàn yǐng,bóng ma,7
幻,幻觉,huàn jué,ảo giác,7
幻,梦幻,mèng huàn,ảo ảnh,7
幻,科幻,kē huàn,khoa học viễn tưởng,7
幻,虚幻,xū huàn,ảo giác,7
幻,变幻莫测,biàn huàn mò cè,thay đổi khó lường,7
幼,幼儿园,yòu'ér yuán,nhà trẻ,2
幼,幼稚,yòu zhì,"trẻ con, ấu trĩ",7
幼,年幼,nián yòu,"Nhỏ tuổi, thơ ấu",8
幽,幽默,yōu mò,hài hước,3
幽,幽静,yōu jìng,"U tịch, yên tĩnh, vắng vẻ",4
广,广告,guǎng gào,quảng cáo,2
广,广场,guǎng chǎng,quảng trường,2
广,广播,guǎng bō,phát sóng,2
广,广告栏,guǎng gào lán,"Bảng quảng cáo, cột quảng cáo",2
广,广大,guǎng dà,rộng lớn,3
广,推广,tuī guǎng,quảng bá,3
广,宽广,kuān guǎng,rộng rãi,4
广,广东,Guǎng dōng,Quảng Đông (tỉnh),5
广,广州,Guǎng zhōu,Quảng Châu (thành phố),5
广,广泛,guǎng fàn,rộng rãi,5
广,广阔,guǎng kuò,rộng lớn,6
广,见多识广,jiàn duō shí guǎng,hiểu biết rộng,6
