target,pinyin,meaning,status,mainForm,name,resolutionType,componentOfCount
担,dàn,gánh,resolved,手,Bộ Thủ,record-radical,24
拆,chāi,tháo gỡ,resolved,手,Bộ Thủ,record-radical,24
拈,niān,"Nhón, nhón lấy, véo",not-resolved,,,not-resolved,0
拉,lā,kéo,resolved,手,Bộ Thủ,record-radical,24
拌,bàn,khuấy và trộn,resolved,手,Bộ Thủ,record-radical,24
拍,pāi,chụp,resolved,手,Bộ Thủ,record-radical,24
拎,līn,xách,resolved,手,Bộ Thủ,record-radical,24
拐,guǎi,khập khiễng,not-resolved,,,not-resolved,0
拒,jù,kháng cự; đẩy lùi,resolved,手,Bộ Thủ,record-radical,24
拓,Tuò,họ [Tuo4],resolved,手,Bộ Thủ,record-radical,24
拔,bá,"kéo ra, nhổ ra",resolved,手,Bộ Thủ,record-radical,24
拖,tuō,kéo,resolved,手,Bộ Thủ,record-radical,24
拗,ào,biến thể của 拗[ao4],resolved,手,Bộ Thủ,record-radical,24
拘,jū,bắt; giam giữ,resolved,手,Bộ Thủ,record-radical,24
拙,zhuō,vụng về; hậu đậu,resolved,手,Bộ Thủ,record-radical,24
招,zhāo,vẫy,resolved,手,Bộ Thủ,record-radical,24
拜,bài,bày tỏ tôn kính; thờ cúng,resolved,手,Bộ Thủ,record-radical,24
拟,nǐ,soạn thảo,resolved,手,Bộ Thủ,record-radical,24
拢,lǒng,gom lại; thu thập; tiến lại gần; tiếp cận,resolved,手,Bộ Thủ,record-radical,24
拣,jiǎn,lựa chọn,resolved,手,Bộ Thủ,record-radical,24
拥,yōng,ôm vào lòng; ôm; chung quanh; vây quanh,resolved,手,Bộ Thủ,record-radical,24
拦,lán,"chặn đường, cản trở",resolved,手,Bộ Thủ,record-radical,24
拧,nǐng,vắt,resolved,手,Bộ Thủ,record-radical,24
拨,bō,di chuyển,not-resolved,,,not-resolved,0
择,zé,lựa chọn; chọn,resolved,手,Bộ Thủ,record-radical,24
括,kuò,bao gồm; bao quát,resolved,手,Bộ Thủ,record-radical,24
拯,zhěng,nâng; giúp đỡ,not-resolved,,,not-resolved,0
拱,gǒng,chắp tay trước ngực,resolved,手,Bộ Thủ,record-radical,24
拳,quán,nắm đấm,resolved,手,Bộ Thủ,record-radical,24
拴,shuān,cột,resolved,手,Bộ Thủ,record-radical,24
拼,pīn,ghép,resolved,手,Bộ Thủ,record-radical,24
拽,zhuāi,"kéo, lôi",not-resolved,,,not-resolved,0
拾,shí,nhặt lên,resolved,手,Bộ Thủ,record-radical,24
拿,ná,"lấy, giữ, mang",not-resolved,,,not-resolved,0
持,chí,cầm giữ,resolved,手,Bộ Thủ,record-radical,24
挂,guà,treo,resolved,手,Bộ Thủ,record-radical,24
指,zhǐ,chỉ,resolved,手,Bộ Thủ,record-radical,24
按,àn,theo,resolved,手,Bộ Thủ,record-radical,24
挎,kuà,mang trên cánh tay,resolved,手,Bộ Thủ,record-radical,24
挑,tiāo,chọn,resolved,手,Bộ Thủ,record-radical,24
挖,wā,đào,not-resolved,,,not-resolved,0
挚,Zhì,họ [Zhi4],not-resolved,,,not-resolved,0
挟,jiā,biến thể cũ của 夾|夹[jia1],not-resolved,,,not-resolved,0
挠,náo,gãi,resolved,手,Bộ Thủ,record-radical,24
挡,dǎng,chặn,not-resolved,,,not-resolved,0
挣,zhèng,kiếm được,not-resolved,,,not-resolved,0
挤,jǐ,chật chội,resolved,手,Bộ Thủ,record-radical,24
挥,huī,vẫy tay,resolved,手,Bộ Thủ,record-radical,24
挨,āi,gần,resolved,手,Bộ Thủ,record-radical,24
挪,nuó,di chuyển,resolved,手,Bộ Thủ,record-radical,24
挫,cuò,bị cản trở; thất bại,resolved,手,Bộ Thủ,record-radical,24
振,zhèn,rung; lắc,resolved,手,Bộ Thủ,record-radical,24
挺,tǐng,khá,resolved,手,Bộ Thủ,record-radical,24
挽,wǎn,kéo,resolved,手,Bộ Thủ,record-radical,24
捂,wǔ,che đậy,not-resolved,,,not-resolved,0
捅,tǒng,đâm,resolved,手,Bộ Thủ,record-radical,24
捆,kǔn,buộc lại với nhau,resolved,手,Bộ Thủ,record-radical,24
捉,zhuō,bắt,resolved,手,Bộ Thủ,record-radical,24
捍,hàn,biến thể của 捍[han4],resolved,手,Bộ Thủ,record-radical,24
捎,shāo,mang theo; đem theo,resolved,手,Bộ Thủ,record-radical,24
捏,niē,véo,resolved,手,Bộ Thủ,record-radical,24
捐,juān,quyên góp,resolved,手,Bộ Thủ,record-radical,24
捕,bǔ,bắt,resolved,手,Bộ Thủ,record-radical,24
捞,lāo,vớt,resolved,手,Bộ Thủ,record-radical,24
损,sǔn,làm hỏng,resolved,手,Bộ Thủ,record-radical,24
捡,jiǎn,nhặt lên,resolved,手,Bộ Thủ,record-radical,24
换,huàn,đổi,resolved,手,Bộ Thủ,record-radical,24
捣,dǎo,giã; đập,resolved,手,Bộ Thủ,record-radical,24
捧,pěng,nâng lên bằng hai tay,not-resolved,,,not-resolved,0
据,jù,dựa vào,resolved,手,Bộ Thủ,record-radical,24
捶,chuí,đập,resolved,手,Bộ Thủ,record-radical,24
捷,jié,biến thể của 捷[jie2]; nhanh,resolved,手,Bộ Thủ,record-radical,24
掀,xiān,nhấc lên,resolved,手,Bộ Thủ,record-radical,24
授,shòu,(hình thức ràng buộc) trao; đưa; (hình thức ràng buộc) dạy; hướng dẫn,resolved,手,Bộ Thủ,record-radical,24
掉,diào,rơi,resolved,手,Bộ Thủ,record-radical,24
掌,zhǎng,lòng bàn tay; lòng bàn chân,resolved,手,Bộ Thủ,record-radical,24
掏,tāo,lấy ra,resolved,手,Bộ Thủ,record-radical,24
掐,qiā,cấu,resolved,手,Bộ Thủ,record-radical,24
排,pái,xếp hàng,resolved,手,Bộ Thủ,record-radical,24
掘,jué,đào,resolved,手,Bộ Thủ,record-radical,24
掠,lüè,chiếm bằng vũ lực; cướp,resolved,手,Bộ Thủ,record-radical,24
探,tàn,"tìm kiếm, khám phá",resolved,手,Bộ Thủ,record-radical,24
接,jiē,đón,resolved,手,Bộ Thủ,record-radical,24
控,kòng,kiểm soát; buộc tội,resolved,手,Bộ Thủ,record-radical,24
推,tuī,đẩy,resolved,手,Bộ Thủ,record-radical,24
掩,yǎn,"che đậy; giấu kín; đóng (cửa, sách, v.v.)",resolved,手,Bộ Thủ,record-radical,24
措,cuò,xử lý; quản lý,resolved,手,Bộ Thủ,record-radical,24
掰,bāi,bẻ,not-resolved,,,not-resolved,0
掷,zhì,ném; thả xí ngầu,resolved,手,Bộ Thủ,record-radical,24
掺,chān,trộn với,resolved,手,Bộ Thủ,record-radical,24
揉,róu,xoa bóp,not-resolved,,,not-resolved,0
揍,zòu,"đánh, đấm",resolved,手,Bộ Thủ,record-radical,24
描,miáo,miêu tả; vẽ lại,resolved,手,Bộ Thủ,record-radical,24
提,tí,cầm,resolved,手,Bộ Thủ,record-radical,24
插,chā,chèn vào,resolved,手,Bộ Thủ,record-radical,24
握,wò,nắm; giữ,resolved,手,Bộ Thủ,record-radical,24
揣,chuāi,giấu hoặc mang trong quần áo,resolved,手,Bộ Thủ,record-radical,24
揪,jiū,nắm chặt,resolved,手,Bộ Thủ,record-radical,24
揭,jiē,nâng lên,resolved,手,Bộ Thủ,record-radical,24
援,yuán,giúp; hỗ trợ,not-resolved,,,not-resolved,0
揽,lǎn,đảm nhận,resolved,手,Bộ Thủ,record-radical,24
搀,chān,đỡ bằng tay,resolved,手,Bộ Thủ,record-radical,24
搁,gē,đặt,resolved,手,Bộ Thủ,record-radical,24
搂,lǒu,ôm,resolved,手,Bộ Thủ,record-radical,24
搅,jiǎo,quấy rối,resolved,手,Bộ Thủ,record-radical,24
搏,bó,chiến đấu; chống lại,resolved,手,Bộ Thủ,record-radical,24
搓,cuō,chà xát,resolved,手,Bộ Thủ,record-radical,24
搜,sōu,tìm kiếm,resolved,手,Bộ Thủ,record-radical,24
搞,gǎo,làm; tạo,resolved,手,Bộ Thủ,record-radical,24
搬,bān,"chuyển, di chuyển",resolved,手,Bộ Thủ,record-radical,24
搭,dā,xây dựng,resolved,手,Bộ Thủ,record-radical,24
携,xié,"mang, cầm, dắt",resolved,手,Bộ Thủ,record-radical,24
摄,shè,(hình thức ràng buộc) tiếp nhận; hấp thụ; đồng hóa; chụp (ảnh),resolved,手,Bộ Thủ,record-radical,24
摆,bǎi,"đặt, để",resolved,手,Bộ Thủ,record-radical,24
摇,yáo,lắc,resolved,手,Bộ Thủ,record-radical,24
摊,tān,trải ra,resolved,手,Bộ Thủ,record-radical,24
摔,shuāi,ngã,resolved,手,Bộ Thủ,record-radical,24
摘,zhāi,nhặt,not-resolved,,,not-resolved,0
摧,cuī,phá hủy; phá hoại,resolved,手,Bộ Thủ,record-radical,24
摩,mó,cọ xát,resolved,手,Bộ Thủ,record-radical,24
摸,mō,chạm vào,resolved,手,Bộ Thủ,record-radical,24
撇,piē,ném,resolved,手,Bộ Thủ,record-radical,24
撑,chēng,hỗ trợ,resolved,手,Bộ Thủ,record-radical,24
撒,sā,đánh rơi,resolved,手,Bộ Thủ,record-radical,24
撕,sī,xé,resolved,手,Bộ Thủ,record-radical,24
撞,zhuàng,đụng,resolved,手,Bộ Thủ,record-radical,24
撤,chè,rút lui,not-resolved,,,not-resolved,0
撬,qiào,cậy mở,resolved,手,Bộ Thủ,record-radical,24
播,bō,phát sóng,resolved,手,Bộ Thủ,record-radical,24
撰,zhuàn,soạn; thảo,resolved,手,Bộ Thủ,record-radical,24
撼,hàn,rung; làm rung chuyển,resolved,手,Bộ Thủ,record-radical,24
擀,gǎn,"cán (bột), lăn (bột)",resolved,手,Bộ Thủ,record-radical,24
擅,shàn,không có thẩm quyền; chiếm đoạt,resolved,手,Bộ Thủ,record-radical,24
操,cāo,biến thể cũ của 操[cao1],resolved,手,Bộ Thủ,record-radical,24
擎,qíng,nâng; giữ lên,resolved,手,Bộ Thủ,record-radical,24
擦,cā,"chà, lau",resolved,手,Bộ Thủ,record-radical,24
攀,pān,leo,resolved,手,Bộ Thủ,record-radical,24
攒,zǎn,tích lũy,resolved,手,Bộ Thủ,record-radical,24
攘,rǎng,(văn học) xắn tay áo; (văn học) từ chối; chống lại,resolved,手,Bộ Thủ,record-radical,24
攥,zuàn,"Nắm chặt, bóp chặt",resolved,手,Bộ Thủ,record-radical,24
支,zhī,"chống đỡ, hỗ trợ",resolved,支,Bộ Chi,self-radical,0
攴,pù,đánh khẽ.,resolved,攴,Bộ Phộc,self-radical,22
攵,pù,đánh khẽ.,resolved,攴,Bộ Phộc,radical-variant,22
收,shōu,nhận,resolved,攴,Bộ Phộc,record-radical,22
改,gǎi,"thay đổi, sửa đổi",resolved,攴,Bộ Phộc,record-radical,22
攻,gōng,tấn công,resolved,攴,Bộ Phộc,record-radical,22
放,fàng,đặt,resolved,攴,Bộ Phộc,record-radical,22
政,zhèng,thuộc về chính trị; chính trị,resolved,攴,Bộ Phộc,record-radical,22
故,gù,cổ,resolved,攴,Bộ Phộc,record-radical,22
效,xiào,biến thể của 傚|效[xiao4],resolved,攴,Bộ Phộc,record-radical,22
敌,dí,(dạng kết hợp) kẻ thù; (dạng kết hợp) sánh kịp; ngang hàng,resolved,攴,Bộ Phộc,record-radical,22
敏,mǐn,nhanh nhẹn; lanh lợi; linh hoạt; thông minh; nhanh trí,resolved,攴,Bộ Phộc,record-radical,22
救,jiù,cứu giúp,resolved,攴,Bộ Phộc,record-radical,22
教,jiāo,giảng dạy,resolved,攴,Bộ Phộc,record-radical,22
敛,liǎn,(văn học) kiềm chế; (văn học) kiểm soát (bản thân),resolved,攴,Bộ Phộc,record-radical,22
敝,bì,"Hỏng, rách nát; (tự xưng khiêm tốn) của tôi",resolved,攴,Bộ Phộc,record-radical,22
敞,chǎng,mở ra cho mọi người thấy; rộng rãi,resolved,攴,Bộ Phộc,record-radical,22
敢,gǎn,dám,not-resolved,,,not-resolved,0
散,sàn,phân tán,resolved,竹,Bộ Trúc,record-radical,1
敦,dūn,biến thể của 敦[dun1],not-resolved,,,not-resolved,0
敬,jìng,tôn kính,not-resolved,,,not-resolved,0
数,shǔ,đếm,resolved,攴,Bộ Phộc,record-radical,22
敲,qiāo,gõ,resolved,攴,Bộ Phộc,record-radical,22
整,zhěng,toàn bộ,not-resolved,,,not-resolved,0
敷,fū,áp dụng,resolved,攴,Bộ Phộc,record-radical,22
文,wén,văn,resolved,文,Bộ Văn,self-radical,0
斑,bān,"vết, đốm, vân",not-resolved,,,not-resolved,0
斗,dòu,cái gáo,resolved,斗,"Bộ Đấu, Đẩu",self-radical,1
料,liào,vật liệu,resolved,米,Bộ Mễ,record-radical,18
斜,xié,nghiêng,resolved,斗,"Bộ Đấu, Đẩu",record-radical,1
斤,jīn,cân,resolved,斤,Bộ Cân,self-radical,6
斥,chì,trách móc; khiển trách,not-resolved,,,not-resolved,0
斧,fǔ,rìu nhỏ,resolved,斤,Bộ Cân,record-radical,6
斩,zhǎn,chặt,resolved,車,Bộ Xa,record-radical,19
断,duàn,bẻ gãy,not-resolved,,,not-resolved,0
斯,Sī,Slovakia; Người Slovakia,resolved,斤,Bộ Cân,record-radical,6
新,xīn,mới,resolved,斤,Bộ Cân,record-radical,6
方,fāng,vuông,resolved,方,Bộ Phương,self-radical,1
施,Shī,họ [Shi1],not-resolved,,,not-resolved,0
旁,páng,một bên; khác,not-resolved,,,not-resolved,0
旅,lǚ,chuyến đi; du lịch,not-resolved,,,not-resolved,0
旋,xuán,quay vòng; một vòng,not-resolved,,,not-resolved,0
族,zú,bộ tộc,not-resolved,,,not-resolved,0
旗,qí,cờ; biến thể của 旗[qi2],resolved,方,Bộ Phương,record-radical,1
无,wú,không,resolved,无,Bộ Vô,self-radical,0
既,jì,tức là,not-resolved,,,not-resolved,0
日,rì,mặt trời,resolved,日,Bộ Nhật,self-radical,24
旦,dàn,"(văn học) bình minh; rạng đông; đán, vai nữ trong kinh kịch Trung Quốc (truyền thống do nam diễn viên chuyên nghiệp đóng)",resolved,日,Bộ Nhật,record-radical,24
旧,jiù,cũ,resolved,丨,"Bộ Thụ, Cổn",record-radical,1
旨,zhǐ,chiếu chỉ của hoàng đế; hàm ý,resolved,匕,"Bộ Tỷ, Chủy",record-radical,3
早,zǎo,sớm,resolved,日,Bộ Nhật,record-radical,24
旬,xún,mười ngày; mười năm,resolved,日,Bộ Nhật,record-radical,24
旭,xù,bình minh; mặt trời mọc,resolved,日,Bộ Nhật,record-radical,24
旱,hàn,hạn hán,resolved,日,Bộ Nhật,record-radical,24
时,shí,thời gian,resolved,日,Bộ Nhật,record-radical,24
旷,kuàng,sao nhãng; bỏ (lớp hoặc công việc),not-resolved,,,not-resolved,0
旺,wàng,thịnh vượng,resolved,日,Bộ Nhật,record-radical,24
昂,áng,nâng lên; ngẩng,resolved,日,Bộ Nhật,record-radical,24
昆,kūn,biến thể của 崑|昆[kun1],resolved,日,Bộ Nhật,record-radical,24
昌,Chāng,họ [Chang1],resolved,日,Bộ Nhật,record-radical,24
明,Míng,Triều Minh (1368-1644); họ [Ming2],not-resolved,,,not-resolved,0
昏,hūn,mất ý thức,not-resolved,,,not-resolved,0
易,Yì,"họ [Yi4]; viết tắt của 易經|易经[Yi4jing1], Kinh Dịch",resolved,皿,Bộ Mãnh,record-radical,7
昔,Xī,họ [Xi1],not-resolved,,,not-resolved,0
昙,tán,mây đen,not-resolved,,,not-resolved,0
星,xīng,ngôi sao; thiên thể,resolved,日,Bộ Nhật,record-radical,24
映,yìng,phản chiếu,resolved,日,Bộ Nhật,record-radical,24
春,chūn,mùa xuân,resolved,日,Bộ Nhật,record-radical,24
昧,mèi,che giấu; tối,resolved,日,Bộ Nhật,record-radical,24
昨,zuó,hôm qua,resolved,日,Bộ Nhật,record-radical,24
是,shì,là,not-resolved,,,not-resolved,0
昼,zhòu,ban ngày,not-resolved,,,not-resolved,0
显,xiǎn,hiển thị,resolved,日,Bộ Nhật,record-radical,24
晃,huǎng,chói,resolved,日,Bộ Nhật,record-radical,24
晋,Jìn,họ [Jin4]; nhà Tấn (265-420),not-resolved,,,not-resolved,0
晒,shài,phơi nắng; làm khô dưới ánh mặt trời,resolved,日,Bộ Nhật,record-radical,24
晓,xiǎo,bình minh; rạng đông,resolved,日,Bộ Nhật,record-radical,24
晕,yūn,cảm thấy chóng mặt,resolved,日,Bộ Nhật,record-radical,24
晚,wǎn,muộn,resolved,日,Bộ Nhật,record-radical,24
晤,wù,gặp gỡ (xã hội),resolved,日,Bộ Nhật,record-radical,24
晦,huì,(hình thức kết hợp) ngày cuối tháng âm lịch; (hình thức kết hợp) tối; u ám,resolved,日,Bộ Nhật,record-radical,24
晨,chén,buổi sáng; bình minh,resolved,日,Bộ Nhật,record-radical,24
普,pǔ,chung; phổ biến,resolved,日,Bộ Nhật,record-radical,24
景,jǐng,"tình huống, điều kiện",resolved,日,Bộ Nhật,record-radical,24
晰,xī,rõ ràng; phân minh,resolved,日,Bộ Nhật,record-radical,24
晴,qíng,"nắng, trong",resolved,日,Bộ Nhật,record-radical,24
晶,jīng,tinh thể,not-resolved,,,not-resolved,0
智,zhì,(văn học) khôn ngoan; trí tuệ,not-resolved,,,not-resolved,0
晾,liàng,phơi,resolved,日,Bộ Nhật,record-radical,24
暂,zàn,tạm thời,resolved,日,Bộ Nhật,record-radical,24
暄,xuān,ấm áp và hòa nhã,resolved,日,Bộ Nhật,record-radical,24
暑,shǔ,nóng; nắng nóng,resolved,日,Bộ Nhật,record-radical,24
暖,nuǎn,ấm áp,resolved,日,Bộ Nhật,record-radical,24
暗,àn,tối,resolved,日,Bộ Nhật,record-radical,24
暧,ài,(ánh sáng ban ngày) mờ tối; không rõ ràng,resolved,日,Bộ Nhật,record-radical,24
暮,mù,buổi tối; hoàng hôn,resolved,日,Bộ Nhật,record-radical,24
暴,Bào,họ [Bao4],resolved,日,Bộ Nhật,record-radical,24
曙,shǔ,(dạng kết hợp) lúc rạng đông; bình minh; phiên âm Đài Loan [shu4],resolved,日,Bộ Nhật,record-radical,24
曝,pù,phơi; phơi nắng,resolved,日,Bộ Nhật,record-radical,24
曰,yuē,nói,resolved,曰,Bộ Viết,self-radical,1
曲,qǔ,giai điệu,not-resolved,,,not-resolved,0
更,gèng,hơn,resolved,攴,Bộ Phộc,record-radical,22
曼,màn,đẹp; lớn,not-resolved,,,not-resolved,0
曾,céng,từng,not-resolved,,,not-resolved,0
替,tì,thay thế,resolved,曰,Bộ Viết,record-radical,1
最,zuì,nhất,not-resolved,,,not-resolved,0
月,yuè,Tháng,resolved,月,"Bộ Nguyệt,Nhục",self-radical,4
有,yǒu,có,resolved,又,Bộ Hựu,record-radical,17
朋,péng,bạn,not-resolved,,,not-resolved,0
服,fú,liều,not-resolved,,,not-resolved,0
朗,lǎng,rõ ràng; sáng sủa,resolved,月,"Bộ Nguyệt,Nhục",record-radical,4
望,wàng,"nhìn xa, nhìn về phía trước",not-resolved,,,not-resolved,0
朝,cháo,hướng tới,resolved,屮,Bộ Triệt,record-radical,2
期,qī,kỳ,resolved,月,"Bộ Nguyệt,Nhục",record-radical,4
朦,méng,dùng trong 朦朧|朦胧[meng2 long2],resolved,月,"Bộ Nguyệt,Nhục",record-radical,4
木,Mù,họ [Mu4],resolved,木,Bộ Mộc,self-radical,24
未,wèi,"không, chưa",not-resolved,,,not-resolved,0
末,mò,đầu mút; kết thúc,not-resolved,,,not-resolved,0
本,běn,một từ để đo sách,resolved,木,Bộ Mộc,record-radical,24
术,shù,phương pháp; kỹ thuật,resolved,行,Bộ Hành,record-radical,2
朱,Zhū,họ [Zhu1],resolved,木,Bộ Mộc,record-radical,24
朴,Piáo,"họ [Piao2]; họ Hàn Quốc (Park, Pak hoặc Bak)",resolved,木,Bộ Mộc,record-radical,24
朵,duǒ,bông,not-resolved,,,not-resolved,0
机,Jī,họ [Ji1],resolved,木,Bộ Mộc,record-radical,24
朽,xiǔ,mục nát,not-resolved,,,not-resolved,0
杀,shā,giết,not-resolved,,,not-resolved,0
杂,zá,tạp,not-resolved,,,not-resolved,0
权,quán,quyền lực,resolved,木,Bộ Mộc,record-radical,24
杆,gǎn,thanh,resolved,木,Bộ Mộc,record-radical,24
李,Lǐ,họ [Li3],resolved,木,Bộ Mộc,record-radical,24
材,cái,vật liệu; gỗ,resolved,木,Bộ Mộc,record-radical,24
村,cūn,làng,resolved,木,Bộ Mộc,record-radical,24
杖,zhàng,một cây gậy; một cái roi,resolved,木,Bộ Mộc,record-radical,24
杜,Dù,họ [Du4],resolved,木,Bộ Mộc,record-radical,24
束,shù,"bó, chùm",not-resolved,,,not-resolved,0
杠,gāng,cột cờ; cầu nhỏ,not-resolved,,,not-resolved,0
条,tiáo,dải,resolved,木,Bộ Mộc,record-radical,24
来,lái,đến,not-resolved,,,not-resolved,0
杨,Yáng,họ [Yang2],resolved,木,Bộ Mộc,record-radical,24
杭,Háng,họ [Hang2]; viết tắt của Hàng Châu 杭州[Hang2zhou1],resolved,木,Bộ Mộc,record-radical,24
杯,bēi,cái cốc,resolved,木,Bộ Mộc,record-radical,24
杰,jié,(dạng kết hợp) anh hùng; anh dũng,resolved,木,Bộ Mộc,record-radical,24
松,sōng,thông,resolved,木,Bộ Mộc,record-radical,24
板,bǎn,"ván, bảng",resolved,木,Bộ Mộc,record-radical,24
极,jí,cực kỳ,resolved,木,Bộ Mộc,record-radical,24
构,gòu,biến thể của 構|构[gou4]; (Đài Loan) (thông tục) biến thể của 夠|够[gou4],resolved,木,Bộ Mộc,record-radical,24
枉,wǎng,xoắn; cong,resolved,木,Bộ Mộc,record-radical,24
析,xī,tách; chia,not-resolved,,,not-resolved,0
枕,zhěn,gối; gối đầu,resolved,木,Bộ Mộc,record-radical,24
林,Lín,họ [Lin2]; họ Nhật Bản Hayashi,resolved,木,Bộ Mộc,record-radical,24
枚,méi,một từ đo lường cho các đối tượng nhỏ,resolved,木,Bộ Mộc,record-radical,24
