char,tier,pinyin,hanViet,meaningVi,radicalStatus,radical,radicalName,resolutionType,relatedCount,sentenceCount,hsk,source
兹,C,zī,,này,not-resolved,,,not-resolved,6,0,7,chars/5179.json
养,C,yǎng,Dưỡng,nuôi dưỡng,not-resolved,,,not-resolved,20,10,4,chars/517B.json
兼,A,jiān,Kiêm,kiêm nhiệm,resolved,禾,Bộ Hòa,record-radical,7,10,5,chars/517C.json
兽,C,shòu,Thú,quái thú; động vật,not-resolved,,,not-resolved,8,10,6,chars/517D.json
冀,C,Jì,,tên gọi tắt của Hà Bắc 河北[He2bei3]; họ [Ji4],not-resolved,,,not-resolved,6,0,7,chars/5180.json
冁,C,chǎn,,mỉm cười,not-resolved,,,not-resolved,0,0,7,chars/5181.json
冂,B,gōng,,"Ðất ở xa ngoài bờ cõi tường thành, tượng trưng hình bao tường thành.Miền ở ngoài rừng",resolved,冂,Bộ Quynh,self-radical,0,0,7,chars/5182.json
冃,C,mào,,biến thể cũ của 帽[mao4]; mũ,not-resolved,,,not-resolved,0,0,7,chars/5183.json
内,A,nèi,Nội,bên trong,resolved,入,Bộ Nhập,record-radical,20,10,4,chars/5185.json
円,C,yuán,,đồng yên (tiền tệ Nhật Bản); biến thể tiếng Nhật của 圓|圆,not-resolved,,,not-resolved,0,0,7,chars/5186.json
冇,C,mǎo,,không có (tiếng Quảng Đông) (tương đương trong tiếng Quan Thoại: 沒有|没有[mei2 you3]),not-resolved,,,not-resolved,0,0,7,chars/5187.json
冈,A,gāng,,rặng; đồi,resolved,山,Bộ Sơn,record-radical,7,4,7,chars/5188.json
冉,C,rǎn,Nhiễm,biến thể của 冉[ran3],not-resolved,,,not-resolved,1,0,7,chars/5189.json
冋,C,jiōng,,biến thể cổ của 坰[jiong1],not-resolved,,,not-resolved,0,0,7,chars/518B.json
册,C,cè,Sách,tập sách,not-resolved,,,not-resolved,7,10,5,chars/518C.json
再,A,zài,Tái,lại,resolved,二,Bộ Nhị,record-radical,10,10,2,chars/518D.json
冎,C,guǎ,,,not-resolved,,,not-resolved,0,0,7,chars/518E.json
冏,C,jiǒng,,"cây đay (Abutilon avicennae), thực vật họ đay; sáng sủa",not-resolved,,,not-resolved,0,0,7,chars/518F.json
冑,C,zhòu,,biến thể của 胄[zhou4],not-resolved,,,not-resolved,0,0,7,chars/5191.json
冒,C,mào,Mạo,xuất hiện,not-resolved,,,not-resolved,6,10,3,chars/5192.json
冓,C,gòu,,phòng trong của cung điện; mười tỷ,not-resolved,,,not-resolved,0,0,7,chars/5193.json
冔,C,xǔ,,mũ của triều đại Ân,not-resolved,,,not-resolved,0,0,7,chars/5194.json
冕,C,miǎn,Miện,vương miện dạng tấm ngang với đồ trang trí treo; miện hoàng gia,not-resolved,,,not-resolved,6,0,7,chars/5195.json
冖,B,mì,,trùm khăn lên đâu,resolved,冖,Bộ Mật,self-radical,0,0,7,chars/5196.json
冗,C,rǒng,Nhũng,không cần thiết; thừa,not-resolved,,,not-resolved,6,3,7,chars/5197.json
冘,C,yín,Đem,tiến lên; tiến tới,not-resolved,,,not-resolved,0,0,7,chars/5198.json
写,A,xiě,Tả,viết,resolved,冖,Bộ Mật,record-radical,14,10,1,chars/5199.json
军,A,jūn,Quân,(hình thức kết hợp) quân đội; quân sự,resolved,冖,Bộ Mật,record-radical,15,10,5,chars/519B.json
农,A,Nóng,Nông,họ [Nong2],resolved,辰,"Bộ Thần, Thìn",record-radical,9,10,5,chars/519C.json
冝,C,yí,,,not-resolved,,,not-resolved,0,0,,chars/519D.json
冞,C,mí,,sâu,not-resolved,,,not-resolved,0,0,7,chars/519E.json
冠,C,Guàn,Quán,họ [Guan4],not-resolved,,,not-resolved,6,10,5,chars/51A0.json
冡,C,méng,Trũng,biến thể cũ của 蒙[meng2],not-resolved,,,not-resolved,0,0,7,chars/51A1.json
冢,B,zhǒng,,gò đất; gò chôn cất,resolved,冖,Bộ Mật,record-radical,3,0,7,chars/51A2.json
冣,B,jù,,biến thể cũ của 聚[ju4],resolved,冖,Bộ Mật,record-radical,0,0,7,chars/51A3.json
冤,C,yuān,Oan,"xui xẻo, mất mát",not-resolved,,,not-resolved,6,3,6,chars/51A4.json
冥,C,míng,Minh,biến thể cũ của 冥[ming2],not-resolved,,,not-resolved,6,4,7,chars/51A5.json
冧,C,lín,,(tiếng Quảng Đông) đổ; ngã,not-resolved,,,not-resolved,0,0,7,chars/51A7.json
冫,B,bīng,,"băng tuyết, nước đá",resolved,冫,Bộ Băng,self-radical,0,0,7,chars/51AB.json
冬,A,dōng,Đông,mùa đông,resolved,夂,Bộ Tuy,record-radical,6,10,3,chars/51AC.json
冯,B,Féng,,họ [Feng2],resolved,馬,Bộ Mã,record-radical,6,0,7,chars/51AF.json
冰,A,bīng,Băng,"băng, đá",resolved,水,Bộ Thủy,record-radical,12,10,3,chars/51B0.json
冱,B,hù,,đông cứng; bị đóng băng,resolved,冫,Bộ Băng,record-radical,0,0,7,chars/51B1.json
冲,A,chōng,Khem / Trong,lao tới,resolved,冫,Bộ Băng,record-radical,9,10,5,chars/51B2.json
决,A,jué,Quyết,"Quyết (không), nhất định (không)",resolved,冫,Bộ Băng,record-radical,15,10,3,chars/51B3.json
况,A,kuàng,Huống,hơn nữa; tình hình,resolved,冫,Bộ Băng,record-radical,7,10,4,chars/51B5.json
冶,C,yě,Dã,nấu chảy; đúc,not-resolved,,,not-resolved,6,0,7,chars/51B6.json
冷,A,lěng,Lạnh,lạnh,resolved,冫,Bộ Băng,record-radical,20,10,1,chars/51B7.json
冻,A,dòng,Đông,đông lạnh,resolved,冫,Bộ Băng,record-radical,7,10,5,chars/51BB.json
冼,C,Xiǎn,,họ [Xian3],not-resolved,,,not-resolved,1,0,7,chars/51BC.json
冽,B,liè,Rét,lạnh và khắc nghiệt,resolved,冫,Bộ Băng,record-radical,3,0,7,chars/51BD.json
净,A,jìng,,làm sạch,resolved,冫,Bộ Băng,record-radical,8,10,3,chars/51C0.json
凃,C,tú,,biến thể cũ của 涂[tu2],not-resolved,,,not-resolved,0,0,7,chars/51C3.json
凄,A,qī,,lạnh thấu xương; băng giá,resolved,冫,Bộ Băng,record-radical,6,3,6,chars/51C4.json
凅,C,gù,,khô cạn; khô kiệt,not-resolved,,,not-resolved,0,0,7,chars/51C5.json
准,A,zhǔn,Chốn,chính xác,resolved,冫,Bộ Băng,record-radical,13,10,2,chars/51C6.json
凇,B,sōng,,băng tuyết đọng,resolved,冫,Bộ Băng,record-radical,2,0,7,chars/51C7.json
凉,A,liáng,Lương,mát,resolved,冫,Bộ Băng,record-radical,10,10,4,chars/51C9.json
凊,C,jìng,,(văn học) lạnh; mát,not-resolved,,,not-resolved,0,0,7,chars/51CA.json
凋,B,diāo,,héo úa,resolved,冫,Bộ Băng,record-radical,5,0,7,chars/51CB.json
凌,A,Líng,Lăng,họ [Ling2],resolved,冫,Bộ Băng,record-radical,7,9,5,chars/51CC.json
减,A,jiǎn,Giảm,giảm,resolved,冫,Bộ Băng,record-radical,9,10,4,chars/51CF.json
凑,A,còu,,tập hợp,resolved,冫,Bộ Băng,record-radical,6,9,6,chars/51D1.json
凓,C,lì,,lạnh; băng giá,not-resolved,,,not-resolved,0,0,7,chars/51D3.json
凔,C,cāng,,lạnh,not-resolved,,,not-resolved,0,0,7,chars/51D4.json
凛,A,lǐn,Lẫm,lạnh; rùng mình vì lạnh,resolved,冫,Bộ Băng,record-radical,5,5,7,chars/51DB.json
凝,A,níng,Ngưng,đông lại; tập trung chú ý,resolved,冫,Bộ Băng,record-radical,7,10,6,chars/51DD.json
凞,C,xī,,sáng rực; lộng lẫy,not-resolved,,,not-resolved,0,0,7,chars/51DE.json
凟,C,dú,,biến thể của 瀆|渎[du2],not-resolved,,,not-resolved,0,0,7,chars/51DF.json
几,A,jǐ,Kỉ,bao nhiêu,resolved,几,Bộ Kỷ,self-radical,8,10,1,chars/51E0.json
凡,C,fán,Phàm,mọi,not-resolved,,,not-resolved,6,10,6,chars/51E1.json
凤,A,Fèng,Phượng,họ [Feng4],resolved,又,Bộ Hựu,record-radical,6,4,7,chars/51E4.json
凥,C,jū,,biến thể cũ của 居[ju1],not-resolved,,,not-resolved,0,0,7,chars/51E5.json
処,B,chǔ,,biến thể cũ của 處|处[chu3],resolved,夂,Bộ Tuy,record-radical,0,0,7,chars/51E6.json
凫,B,fú,,vịt mallard; Anas platyrhyncha,resolved,鳥,Bộ Điểu,record-radical,1,0,7,chars/51EB.json
凭,C,píng,Bằng,dựa vào,not-resolved,,,not-resolved,8,10,5,chars/51ED.json
凮,C,fēng,,biến thể cũ của 風|风[feng1],not-resolved,,,not-resolved,0,0,7,chars/51EE.json
凯,A,Kǎi,Khải,họ [Kai3],resolved,几,Bộ Kỷ,record-radical,7,5,7,chars/51EF.json
凰,A,huáng,,phượng hoàng,resolved,几,Bộ Kỷ,record-radical,3,4,7,chars/51F0.json
凳,A,dèng,,ghế dài; đôn,resolved,几,Bộ Kỷ,record-radical,6,4,7,chars/51F3.json
凵,B,kăn,,Há miệng,resolved,凵,Bộ Khảm,self-radical,0,0,7,chars/51F5.json
凶,C,xiōng,Hung,dữ dội,not-resolved,,,not-resolved,8,10,6,chars/51F6.json
凸,C,tū,,lồi,not-resolved,,,not-resolved,6,6,6,chars/51F8.json
凹,C,āo,,lõm,not-resolved,,,not-resolved,7,5,6,chars/51F9.json
出,A,chū,Xuất,ra ngoài,resolved,止,Bộ Chỉ,record-radical,20,10,2,chars/51FA.json
击,C,jī,,"đánh, đập, tấn công",not-resolved,,,not-resolved,13,10,5,chars/51FB.json
凼,C,dàng,,vũng; hố,not-resolved,,,not-resolved,0,0,7,chars/51FC.json
函,C,hán,Hòm,phong bì; hộp,not-resolved,,,not-resolved,7,10,7,chars/51FD.json
凿,C,záo,Tạc,đục,not-resolved,,,not-resolved,6,5,7,chars/51FF.json
刀,A,dāo,Đao,dao,resolved,刀,Bộ Đao,self-radical,8,10,4,chars/5200.json
刁,C,Diāo,Điêu,họ [Diao1],not-resolved,,,not-resolved,5,6,7,chars/5201.json
刂,B,dāo,,con dao.,resolved,刀,Bộ Đao,radical-variant,0,0,7,chars/5202.json
刃,C,rèn,Nhẫn,cạnh của lưỡi dao,not-resolved,,,not-resolved,6,0,7,chars/5203.json
刅,C,chuāng,,,resolved,刀,Bộ Đao,record-radical,0,0,,chars/5205.json
分,A,fēn,Phân,sự khác biệt; phân biệt,resolved,八,Bộ Bát,record-radical,20,10,3,chars/5206.json
切,A,qiē,Thiết,cắt,resolved,刀,Bộ Đao,record-radical,15,10,5,chars/5207.json
刈,B,yì,,gặt,resolved,刀,Bộ Đao,record-radical,0,0,7,chars/5208.json
刊,A,kān,San,in; xuất bản,resolved,刀,Bộ Đao,record-radical,6,10,6,chars/520A.json
刌,C,cǔn,Thổn,(văn học) cắt đứt; chia cắt,not-resolved,,,not-resolved,0,0,7,chars/520C.json
刍,C,chú,So,cắt cỏ; khô,not-resolved,,,not-resolved,2,0,7,chars/520D.json
刎,B,wěn,Vẫn,cắt ngang (cổ họng),resolved,刀,Bộ Đao,record-radical,1,0,7,chars/520E.json
刑,A,Xíng,Hình,họ [Xing2],resolved,刀,Bộ Đao,record-radical,6,10,6,chars/5211.json
划,A,huá,,chèo,resolved,刀,Bộ Đao,record-radical,9,10,5,chars/5212.json
刓,C,wán,,gọt giũa,not-resolved,,,not-resolved,0,0,7,chars/5213.json
刖,B,yuè,,cắt cụt một hoặc cả hai chân (hình phạt trong thời Trung Hoa cổ đại) (một trong năm hình phạt tàn khốc 五刑[wu3 xing2]),resolved,刀,Bộ Đao,record-radical,0,0,7,chars/5216.json
列,A,liè,Liệt,hàng,resolved,刀,Bộ Đao,record-radical,11,10,4,chars/5217.json
刘,B,Liú,,họ [Liu2],resolved,刀,Bộ Đao,record-radical,6,0,7,chars/5218.json
则,A,zé,Tắc,thay vào đó,resolved,鼎,Bộ Đỉnh,record-radical,7,10,5,chars/5219.json
刚,A,gāng,,vừa mới,resolved,刀,Bộ Đao,record-radical,7,10,4,chars/521A.json
创,A,chuàng,,khởi xướng,resolved,刀,Bộ Đao,record-radical,14,10,5,chars/521B.json
刜,C,fú,,chặt; đánh,not-resolved,,,not-resolved,0,0,7,chars/521C.json
初,A,chū,Sơ,bắt đầu,resolved,衣,Bộ Y,record-radical,15,10,5,chars/521D.json
刞,C,qù,,biến thể cũ của 耝[qu4],not-resolved,,,not-resolved,0,0,7,chars/521E.json
删,C,shān,San,xóa bỏ,not-resolved,,,not-resolved,6,5,5,chars/5220.json
刡,C,mǐn,,cạo; gọt,not-resolved,,,not-resolved,0,0,7,chars/5221.json
判,A,pàn,Phán,quyết định,resolved,刀,Bộ Đao,record-radical,9,10,4,chars/5224.json
刨,B,páo,Bào,bào,resolved,刀,Bộ Đao,record-radical,6,0,7,chars/5228.json
利,A,lì,Lợi,lợi ích,resolved,禾,Bộ Hòa,record-radical,20,10,4,chars/5229.json
别,C,bié,Biết,đừng,not-resolved,,,not-resolved,20,10,2,chars/522B.json
刬,C,chǎn,,biến thể của 鏟|铲[chan3],not-resolved,,,not-resolved,0,0,7,chars/522C.json
刭,B,jǐng,,cắt cổ,resolved,刀,Bộ Đao,record-radical,0,0,7,chars/522D.json
刮,A,guā,,cạo,resolved,刀,Bộ Đao,record-radical,6,4,3,chars/522E.json
到,A,dào,Đáo,đến,resolved,至,Bộ Chí,record-radical,20,10,2,chars/5230.json
刱,C,chuàng,,biến thể của 創|创[chuang1],not-resolved,,,not-resolved,0,0,7,chars/5231.json
刲,C,kuī,,mổ xẻ và làm sạch,not-resolved,,,not-resolved,0,0,7,chars/5232.json
刳,B,kū,,mổ; xé toạc,resolved,刀,Bộ Đao,record-radical,0,0,7,chars/5233.json
刴,C,duò,,biến thể của 剁[duo4],not-resolved,,,not-resolved,0,0,7,chars/5234.json
刵,C,èr,,hình phạt cắt tai,not-resolved,,,not-resolved,0,0,7,chars/5235.json
制,A,zhì,Chế,hệ thống,resolved,木,Bộ Mộc,record-radical,20,10,5,chars/5236.json
刷,A,shuā,Loát,sơn,resolved,刀,Bộ Đao,record-radical,7,10,3,chars/5237.json
券,A,quàn,,"chứng chỉ, vé",resolved,刀,Bộ Đao,record-radical,6,10,6,chars/5238.json
刹,A,chà,,"chùa, đền hoặc miếu Phật giáo (viết tắt của 剎多羅|刹多罗[cha4duo1luo2], tiếng Phạn ""ksetra"")",resolved,刀,Bộ Đao,record-radical,7,10,6,chars/5239.json
刺,A,cì,Thích,đâm,resolved,刀,Bộ Đao,record-radical,10,10,6,chars/523A.json
刻,A,kè,Khắc,một phần tư,resolved,刀,Bộ Đao,record-radical,12,10,3,chars/523B.json
刽,B,guì,,cắt cụt; cắt đứt,resolved,刀,Bộ Đao,record-radical,1,0,7,chars/523D.json
刾,C,cì,,biến thể cũ của 刺[ci4],not-resolved,,,not-resolved,0,0,7,chars/523E.json
刿,B,guì,,cắt; tổn thương,resolved,刀,Bộ Đao,record-radical,0,0,7,chars/523F.json
剀,B,kǎi,,dùng trong 剴切|剀切[kai3 qie4],resolved,刀,Bộ Đao,record-radical,0,0,7,chars/5240.json
剁,B,duò,,"băm nhỏ (thịt, v.v.); chặt đứt (tay người, v.v.)",resolved,刀,Bộ Đao,record-radical,1,0,7,chars/5241.json
剂,A,jì,Tễ,chế phẩm,resolved,刀,Bộ Đao,record-radical,8,9,6,chars/5242.json
剃,B,tì,,cạo,resolved,刀,Bộ Đao,record-radical,5,0,7,chars/5243.json
削,A,xiāo,Tước,gọt; bào,resolved,刀,Bộ Đao,record-radical,6,10,6,chars/524A.json
剌,B,lá,,rạch,resolved,刀,Bộ Đao,record-radical,1,0,7,chars/524C.json
前,A,qián,Tiền,trước,resolved,止,Bộ Chỉ,record-radical,20,10,1,chars/524D.json
剐,B,guǎ,,cắt xẻo thịt như một hình phạt,resolved,刀,Bộ Đao,record-radical,1,0,7,chars/5250.json
剑,A,jiàn,Kiếm,kiếm,resolved,刀,Bộ Đao,record-radical,7,3,6,chars/5251.json
剒,C,cuò,,cắt; khắc,not-resolved,,,not-resolved,0,0,7,chars/5252.json
剔,A,tī,,"bóc thịt khỏi xương; xỉa (răng,...)",resolved,刀,Bộ Đao,record-radical,5,7,6,chars/5254.json
剕,C,fèi,,"hình phạt chặt chân tay; biến thể của 腓, bắp chân",not-resolved,,,not-resolved,0,0,7,chars/5255.json
剖,A,pōu,Bo,mổ xẻ; phân tích,resolved,刀,Bộ Đao,record-radical,6,5,6,chars/5256.json
剚,C,zì,,dựng; đâm,not-resolved,,,not-resolved,0,0,7,chars/525A.json
剜,B,wān,,móc ra; moi ra,resolved,刀,Bộ Đao,record-radical,0,0,7,chars/525C.json
剞,B,jī,,dùng trong 剞劂[ji1 jue2],resolved,刀,Bộ Đao,record-radical,0,0,7,chars/525E.json
剟,C,duō,,"chích; khắc bản, chạm khắc",not-resolved,,,not-resolved,0,0,7,chars/525F.json
剡,B,shàn,,sông ở Chiết Giang,resolved,刀,Bộ Đao,record-radical,0,0,7,chars/5261.json
剣,C,jiàn,,biến thể tiếng Nhật của 劍|剑,not-resolved,,,not-resolved,0,0,7,chars/5263.json
剤,C,jì,,biến thể tiếng Nhật của 劑|剂,not-resolved,,,not-resolved,0,0,7,chars/5264.json
剥,A,bāo,Bóc,bóc,resolved,刀,Bộ Đao,record-radical,6,10,6,chars/5265.json
剧,A,jù,Cưa,vở kịch,resolved,刀,Bộ Đao,record-radical,20,10,4,chars/5267.json
剩,A,shèng,,"còn lại, dư lại; còn thừa",resolved,刀,Bộ Đao,record-radical,7,10,4,chars/5269.json
剪,A,jiǎn,Tiện,cắt,resolved,刀,Bộ Đao,record-radical,7,10,5,chars/526A.json
副,A,fù,Phó,phó,resolved,刀,Bộ Đao,record-radical,7,10,6,chars/526F.json
剰,C,shèng,,biến thể Nhật Bản của 剩[sheng4],not-resolved,,,not-resolved,0,0,7,chars/5270.json
割,A,gē,Cắt,cắt,resolved,刀,Bộ Đao,record-radical,7,10,6,chars/5272.json
剳,C,dá,,lưỡi câu; lưỡi liềm,not-resolved,,,not-resolved,0,0,7,chars/5273.json
剸,C,tuán,,chém,not-resolved,,,not-resolved,0,0,7,chars/5278.json
剺,C,lí,,vết cứa,not-resolved,,,not-resolved,0,0,7,chars/527A.json
剽,B,piāo,,cướp; nhanh nhẹn,resolved,刀,Bộ Đao,record-radical,2,0,7,chars/527D.json
剿,A,chāo,Tiễu,đạo văn,resolved,刀,Bộ Đao,record-radical,6,1,7,chars/527F.json
劁,B,qiāo,,thiến gia súc,resolved,刀,Bộ Đao,record-radical,0,0,7,chars/5281.json
劂,B,jué,Khoét,dùng trong 剞劂[ji1jue2],resolved,刀,Bộ Đao,record-radical,0,0,7,chars/5282.json
劄,C,zhā,Chép,châm bằng kim,not-resolved,,,not-resolved,0,0,7,chars/5284.json
劈,B,pī,,"chẻ, bổ",resolved,刀,Bộ Đao,record-radical,6,0,6,chars/5288.json
劐,B,huō,,(thông tục) rạch bằng dao; (biến thể của 耠[huo1]) cuốc,resolved,刀,Bộ Đao,record-radical,0,0,,chars/5290.json
劓,C,yì,,cắt mũi,not-resolved,,,not-resolved,0,0,7,chars/5293.json
劖,C,chán,,khoan; cắt,not-resolved,,,not-resolved,0,0,7,chars/5296.json
劘,C,mó,,đẽo,not-resolved,,,not-resolved,0,0,7,chars/5298.json
劙,C,lí,,"chia ra, phân chia",not-resolved,,,not-resolved,0,0,7,chars/5299.json
力,A,lì,Lực,sức mạnh,resolved,力,Bộ Lực,self-radical,20,10,3,chars/529B.json
劝,C,quàn,Khuyến,khuyên,not-resolved,,,not-resolved,8,10,5,chars/529D.json
办,A,bàn,Biện,"làm, quản lý",resolved,力,Bộ Lực,record-radical,16,10,3,chars/529E.json
功,A,gōng,Công,thành tích,resolved,力,Bộ Lực,record-radical,19,10,4,chars/529F.json
加,A,jiā,Gia,cộng; thêm vào,resolved,力,Bộ Lực,record-radical,20,10,3,chars/52A0.json
务,A,wù,Vụ,công việc; kinh doanh,resolved,攴,Bộ Phộc,record-radical,20,10,2,chars/52A1.json
劢,B,mài,,nỗ lực,resolved,力,Bộ Lực,record-radical,0,0,7,chars/52A2.json
劣,C,liè,,"kém, tệ, dở",not-resolved,,,not-resolved,7,10,5,chars/52A3.json
劦,B,liè,,nỗ lực không ngừng,resolved,力,Bộ Lực,record-radical,0,0,7,chars/52A6.json
动,A,dòng,Động,di chuyển,resolved,力,Bộ Lực,record-radical,20,10,2,chars/52A8.json
助,A,zhù,Trợ,giúp; hỗ trợ,resolved,力,Bộ Lực,record-radical,19,10,2,chars/52A9.json
努,A,nǔ,,nỗ lực; cố gắng,resolved,力,Bộ Lực,record-radical,6,10,3,chars/52AA.json
劫,A,jié,,cướp,resolved,力,Bộ Lực,record-radical,6,10,6,chars/52AB.json
劬,B,qú,Cù,lao động,resolved,力,Bộ Lực,record-radical,0,0,7,chars/52AC.json
劭,B,Shào,,họ [Shao4],resolved,力,Bộ Lực,record-radical,1,0,7,chars/52AD.json
劮,C,yì,,biến thể cũ của 逸[yi4]; nhàn nhã,not-resolved,,,not-resolved,0,0,7,chars/52AE.json
励,A,Lì,Lệ,họ [Li4],resolved,力,Bộ Lực,record-radical,6,10,4,chars/52B1.json
劲,A,jìn,Cứng,sức mạnh; năng lượng,resolved,力,Bộ Lực,record-radical,13,10,5,chars/52B2.json
劳,A,láo,Lao,lao động; công việc,resolved,力,Bộ Lực,record-radical,13,10,5,chars/52B3.json
労,C,láo,,biến thể Nhật Bản của 勞|劳,not-resolved,,,not-resolved,0,0,7,chars/52B4.json
劵,B,juàn,,biến thể cũ của 倦[juan4],resolved,力,Bộ Lực,record-radical,0,0,7,chars/52B5.json
劻,C,kuāng,,nhiệt huyết,not-resolved,,,not-resolved,0,0,7,chars/52BB.json
劼,B,jié,,cẩn thận; chăm chỉ,resolved,力,Bộ Lực,record-radical,0,0,7,chars/52BC.json
劾,B,hé,Hạch,luận tội,resolved,力,Bộ Lực,record-radical,2,0,7,chars/52BE.json
势,A,shì,Thế,quyền lực; ảnh hưởng,resolved,力,Bộ Lực,record-radical,20,10,5,chars/52BF.json
勃,A,bó,Bột,thịnh vượng; phồn thịnh,resolved,力,Bộ Lực,record-radical,6,10,6,chars/52C3.json
勄,C,mǐn,,biến thể cũ của 敏[min3],not-resolved,,,not-resolved,0,0,7,chars/52C4.json
勇,A,yǒng,Dũng,dũng cảm,resolved,力,Bộ Lực,record-radical,9,10,4,chars/52C7.json
勈,B,yǒng,,biến thể cũ của 勇[yong3],resolved,力,Bộ Lực,record-radical,0,0,7,chars/52C8.json
勉,A,miǎn,Miễn,khích lệ; nỗ lực,resolved,力,Bộ Lực,record-radical,7,8,6,chars/52C9.json
勋,A,xūn,Huân,huân chương; công trạng,resolved,力,Bộ Lực,record-radical,6,5,7,chars/52CB.json
勍,C,qíng,,mãnh liệt; mạnh mẽ,not-resolved,,,not-resolved,0,0,7,chars/52CD.json
勐,B,měng,,"mạnh (đơn vị hành chính cũ ở khu vực người Dai, Vân Nam); biến thể của 猛[meng3]",resolved,力,Bộ Lực,record-radical,4,0,7,chars/52D0.json
勒,A,lēi,Lắc,thắt chặt,resolved,力,Bộ Lực,record-radical,6,2,7,chars/52D2.json
勔,C,miǎn,,biến thể của 勉[mian3],not-resolved,,,not-resolved,0,0,7,chars/52D4.json
勖,B,xù,Húc,khích lệ; kích thích,resolved,力,Bộ Lực,record-radical,0,0,7,chars/52D6.json
勗,C,xù,,khích lệ; kích thích,not-resolved,,,not-resolved,0,0,7,chars/52D7.json
勘,A,kān,Khám,điều tra; khảo sát,resolved,力,Bộ Lực,record-radical,6,5,6,chars/52D8.json
勚,C,yì,,(văn học) vất vả; cực nhọc,not-resolved,,,not-resolved,0,0,7,chars/52DA.json
募,A,mù,,quyên góp; thu thập,resolved,力,Bộ Lực,record-radical,6,10,7,chars/52DF.json
勤,A,qín,Cần,siêng năng; cần cù,resolved,力,Bộ Lực,record-radical,9,10,5,chars/52E4.json
勧,C,quàn,,biến thể tiếng Nhật của 勸|劝,not-resolved,,,not-resolved,0,0,7,chars/52E7.json
勯,C,dān,,kiệt sức,not-resolved,,,not-resolved,0,0,7,chars/52EF.json
勰,C,xié,,hài hòa,not-resolved,,,not-resolved,0,0,7,chars/52F0.json
