target,type,pinyin,meaning,levels,libraries,radicalStatus,radical,relatedCount,collocationCount,sentenceCount,grammarCount,componentCount,hasMemory
函,single-character,hán,phong bì; hộp,7,char_dictionary,not-resolved,,2,6,10,0,0,False
函授,multi-character-word,hán shòu,đào tạo từ xa,7,new_hsk,,,0,3,4,0,2,True
凿,single-character,záo,đục,7,new_hsk,not-resolved,,1,3,5,0,1,True
刀,single-character,dāo,dao,"3,4","hsk,new_hsk",resolved,刀,3,6,10,0,0,True
刁,single-character,Diāo,họ [Diao1],7,char_dictionary,not-resolved,,1,4,6,0,0,False
刁难,multi-character-word,diāo nàn,gây khó khăn,7,new_hsk,,,0,4,6,0,2,True
刂,single-character,dāo,con dao.,99,radicals_214,resolved,刀,0,0,0,0,0,False
分,single-character,fēn,sự khác biệt; phân biệt,"1,2,3,4","boya,hsk,new_hsk,yct",resolved,八,15,10,10,4,1,True
分为,multi-character-word,fēn wéi,chia thành,4,new_hsk,,,0,2,10,0,2,True
分之,multi-character-word,fēn zhī,phân số,"2,4","boya,new_hsk",,,1,0,3,0,2,True
分享,multi-character-word,fēn xiǎng,chia sẻ,5,"hsk,new_hsk",,,0,0,10,0,2,True
分别,multi-character-word,fēn bié,sự khác biệt,"2,3,5","boya,hsk,new_hsk",,,0,0,1,0,2,True
分割,multi-character-word,fēn gē,phân chia,7,new_hsk,,,0,3,4,0,2,True
分化,multi-character-word,fēn huà,phân hóa,7,new_hsk,,,0,4,7,0,2,True
分外,multi-character-word,fèn wài,đặc biệt,7,new_hsk,,,0,2,3,0,2,True
分寸,multi-character-word,fēn cùn,chừng mực,7,new_hsk,,,0,0,4,0,0,True
分工,multi-character-word,fēn gōng,phân công lao động,6,new_hsk,,,0,0,3,0,2,True
分布,multi-character-word,fēn bù,phân phối,"4,5","hsk,new_hsk",,,0,1,3,0,0,True
分开,multi-character-word,fēn kāi,chia ra,"2,3",new_hsk,,,0,0,0,1,2,True
分手,multi-character-word,fēn shǒu,chia tay,"4,7","boya,new_hsk",,,0,0,4,0,0,True
分担,multi-character-word,fēn dān,chia sẻ,7,new_hsk,,,0,3,6,0,2,True
分支,multi-character-word,fēn zhī,chi nhánh,7,new_hsk,,,0,3,5,0,2,True
分散,multi-character-word,fēn sàn,phân tán,"4,6","hsk,new_hsk",,,0,0,4,0,0,True
分数,multi-character-word,fēn shù,"phân số, điểm, điểm số",2,new_hsk,,,0,0,0,0,2,True
分明,multi-character-word,fēnmíng,rõ ràng,7,new_hsk,,,0,5,5,0,0,True
分析,multi-character-word,fēn xī,phân tích,5,"hsk,new_hsk",,,0,5,10,0,1,True
分歧,multi-character-word,fēn qí,"phân kỳ, bất đồng","6,7","hsk,new_hsk",,,0,0,4,0,2,True
分泌,multi-character-word,fēn mì,tiết ra,"3,6,7","boya,hsk,new_hsk",,,0,2,5,0,2,True
分秒必争,multi-character-word,fēn miǎo bì zhēng,tranh thủ từng giây từng phút,8,boya,,,0,0,2,0,0,True
分类,multi-character-word,fēn lèi,phân loại,5,new_hsk,,,0,1,4,0,2,True
分红,multi-character-word,fēn hóng,chia cổ tức,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
分组,multi-character-word,fēn zǔ,chia thành các nhóm,3,new_hsk,,,0,1,3,0,2,True
分裂,multi-character-word,fēn liè,phân chia,6,"hsk,new_hsk",,,0,3,4,0,2,True
分解,multi-character-word,fēn jiě,"phân hủy, sự phân hủy",6,hsk,,,0,0,4,0,2,True
分赃,multi-character-word,fēn zāng,chia chiến lợi phẩm,7,new_hsk,,,0,3,5,0,2,True
分辨,multi-character-word,fēn biàn,phân biệt,"5,6,7","hsk,new_hsk",,,0,5,8,0,2,True
分配,multi-character-word,fēn pèi,phân phối,"3,5","hsk,new_hsk",,,0,4,6,0,0,True
分量,multi-character-word,fèn liàng,trọng lượng,6,hsk,,,0,0,3,0,2,True
分钟,multi-character-word,fēn zhōng,phút,"1,2","boya,hsk,new_hsk,yct",,,0,4,10,4,2,True
切,single-character,qiē,cắt,"2,4,5","boya,hsk,new_hsk",resolved,刀,15,10,10,2,1,True
切割,multi-character-word,qiē gē,cắt,7,new_hsk,,,0,3,6,0,2,True
切实,multi-character-word,qiè shí,thiết thực,6,"hsk,new_hsk",,,0,4,5,0,2,True
切断,multi-character-word,qiē duàn,cắt đứt,7,new_hsk,,,0,3,6,0,2,True
切身,multi-character-word,qiè shēn,cá nhân,7,new_hsk,,,0,2,3,0,2,True
切除,multi-character-word,qiē chú,cắt bỏ,7,new_hsk,,,0,2,4,0,2,True
刊,single-character,kān,in; xuất bản,6,char_dictionary,resolved,刀,3,4,10,0,0,False
刊物,multi-character-word,kān wù,ấn phẩm,7,new_hsk,,,0,0,3,0,0,True
刊登,multi-character-word,kān dēng,đăng báo,7,new_hsk,,,0,0,4,0,0,True
刑,single-character,Xíng,họ [Xing2],6,char_dictionary,resolved,刀,2,7,10,0,0,False
刑事,multi-character-word,xíng shì,hình sự,6,hsk,,,0,1,4,0,2,True
刑法,multi-character-word,xíng fǎ,luật hình sự,7,new_hsk,,,0,4,4,0,2,True
划,single-character,huá,chèo,4,new_hsk,resolved,刀,8,10,10,4,1,True
划分,multi-character-word,huà fēn,phân chia,"5,7","boya,new_hsk",,,0,1,2,0,0,True
划时代,multi-character-word,huà shí dài,đánh dấu thời đại,7,new_hsk,,,0,3,4,0,3,True
划算,multi-character-word,huá suàn,có lợi,7,new_hsk,,,0,3,5,0,2,True
划船,multi-character-word,huá chuán,chèo thuyền,3,new_hsk,,,0,3,3,0,0,True
列,single-character,liè,hàng,"2,4,6","boya,new_hsk",resolved,刀,10,10,10,0,1,True
列为,multi-character-word,liè wéi,được phân loại là,4,new_hsk,,,0,3,3,0,2,True
列举,multi-character-word,liè jǔ,liệt kê,"7,8","boya,new_hsk",,,0,2,3,0,0,True
列入,multi-character-word,liè rù,bao gồm trong danh sách,4,new_hsk,,,0,2,3,0,2,True
列车,multi-character-word,liè chē,tàu hỏa,"4,5","hsk,new_hsk",,,0,3,9,0,2,True
则,single-character,zé,thay vào đó,"5,7","hsk,new_hsk",resolved,鼎,6,10,10,3,1,True
刚,single-character,gāng,vừa mới,"1,2,3,4","boya,hsk,new_hsk",resolved,刀,4,10,10,4,1,True
刚刚,multi-character-word,gāng gāng,vừa mới,"2,3",new_hsk,,,0,1,1,3,0,True
刚好,multi-character-word,gāng hǎo,vừa đúng,6,new_hsk,,,0,4,5,0,2,True
刚才,multi-character-word,gāng cái,vừa rồi,"1,2,3,4","boya,hsk,new_hsk,yct",,,0,0,2,4,2,True
刚毅,multi-character-word,gāng yì,kiên định,7,new_hsk,,,0,3,3,0,2,True
创,single-character,chuàng,khởi xướng,7,new_hsk,resolved,刀,14,10,10,0,1,True
创业,multi-character-word,chuàng yè,khởi nghiệp,"3,6","hsk,new_hsk",,,0,2,10,0,0,True
创伤,multi-character-word,chuāng shāng,vết thương,7,new_hsk,,,0,0,1,0,2,True
创作,multi-character-word,chuàng zuò,"sáng tác, sản xuất","3,6","hsk,new_hsk",,,0,4,6,0,0,True
创办,multi-character-word,chuàng bàn,thành lập,"5,6","hsk,new_hsk",,,0,4,4,0,2,True
创始人,multi-character-word,chuàng shǐ rén,người sáng lập,7,new_hsk,,,0,2,5,0,3,True
创建,multi-character-word,chuàng jiàn,thành lập,6,new_hsk,,,0,5,8,0,2,True
创意,multi-character-word,chuàng yì,sáng tạo,6,new_hsk,,,0,2,5,0,2,True
创新,multi-character-word,chuàng xīn,"sáng tạo, đổi mới","3,5,6","hsk,new_hsk",,,0,6,10,0,0,True
创立,multi-character-word,chuàng lì,thành lập,6,hsk,,,0,0,2,0,2,True
创造,multi-character-word,chuàng zào,tạo ra,"3,5","hsk,new_hsk",,,0,4,10,0,0,True
初,single-character,chū,bắt đầu,3,new_hsk,resolved,衣,14,10,10,0,1,True
初中,multi-character-word,chū zhōng,trường trung học cơ sở,"1,3,4","boya,new_hsk,yct",,,0,0,1,0,2,True
初叶,multi-character-word,chū yè,"đầu thế kỷ, đầu thập niên",7,boya,,,0,0,2,0,0,True
初次,multi-character-word,chū cì,lần đầu tiên,7,new_hsk,,,0,3,4,0,2,True
初步,multi-character-word,chū bù,ban đầu,"3,6","hsk,new_hsk",,,0,1,2,0,0,True
初等,multi-character-word,chū děng,sơ cấp,6,new_hsk,,,0,0,4,0,2,True
初级,multi-character-word,chū jí,sơ cấp,3,new_hsk,,,1,0,0,0,0,True
初级中学,multi-character-word,chū jí zhōng xué,trường trung học cơ sở,5,hsk,,,0,0,0,0,0,True
初衷,multi-character-word,chūzhōng,ý định ban đầu,7,new_hsk,,,0,0,0,0,2,True
删,single-character,shān,xóa bỏ,7,new_hsk,not-resolved,,1,2,5,0,1,True
删除,multi-character-word,shān chú,xóa bỏ,"5,7","hsk,new_hsk",,,0,2,4,0,2,True
判,single-character,pàn,quyết định,6,new_hsk,resolved,刀,9,10,10,0,1,True
判决,multi-character-word,pàn jué,phán quyết,"6,7","hsk,new_hsk",,,0,1,10,0,2,True
判处,multi-character-word,pàn chǔ,kết án,7,new_hsk,,,0,4,6,0,2,True
判定,multi-character-word,pàn dìng,xác định,7,new_hsk,,,0,3,3,0,2,True
判断,multi-character-word,pàn duàn,phán đoán,"3,4","hsk,new_hsk",,,0,1,10,0,0,True
刨,single-character,páo,bào,7,new_hsk,resolved,刀,0,0,0,0,1,True
利,single-character,lì,lợi ích,6,new_hsk,resolved,禾,15,10,10,1,1,True
利害,multi-character-word,lì hài,lợi hại,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
利息,multi-character-word,lì xī,lãi suất,"4,5","hsk,new_hsk",,,0,2,4,0,0,True
利润,multi-character-word,lì rùn,lợi nhuận,5,hsk,,,0,0,8,0,2,True
利率,multi-character-word,lì lǜ,lãi suất,7,new_hsk,,,0,2,7,0,0,True
利用,multi-character-word,lì yòng,sử dụng,"2,3,5","boya,hsk,new_hsk",,,0,8,10,0,2,True
利益,multi-character-word,lì yì,lợi ích,"4,5,6","boya,hsk,new_hsk",,,0,10,10,0,0,True
利索,multi-character-word,lì suo,nhanh nhẹn,7,new_hsk,,,0,2,3,0,2,True
别,single-character,bié,đừng,"1,2,3","boya,hsk,new_hsk,yct",not-resolved,,15,10,10,4,0,True
别人,multi-character-word,bié rén,người khác,"1,2,3,4","boya,hsk,new_hsk,yct",,,0,10,10,4,0,True
别具匠心,multi-character-word,bié jù jiàng xīn,có sự khéo léo,7,new_hsk,,,0,4,5,0,4,True
别墅,multi-character-word,bié shù,biệt thự,"6,7","hsk,new_hsk",,,0,0,5,0,2,True
别客气,multi-character-word,bié kè qi,"Đừng khách sáo, đừng ngại",1,boya,,,0,1,3,0,0,True
别扭,multi-character-word,biè niu,không thoải mái,"3,7,8","boya,new_hsk",,,0,0,3,0,2,True
别提,multi-character-word,bié tí,"Đừng nhắc tới (thường dùng để diễn tả sự không hài lòng, khó chịu, hoặc quá mức không cần nói thêm)",1,boya,,,1,2,6,1,0,True
别提了,multi-character-word,bié tí le,Đừng nhắc đến nữa!,7,new_hsk,,,0,1,6,0,3,True
别的,multi-character-word,bié de,khác,"1,3","boya,new_hsk",,,0,3,10,2,2,True
别看,multi-character-word,bié kàn,mặc dù,7,new_hsk,,,0,2,8,0,2,True
别致,multi-character-word,bié zhì,độc đáo,7,new_hsk,,,0,0,3,0,0,True
别说,multi-character-word,bié shuō,chưa kể đến,7,new_hsk,,,0,3,10,1,2,True
刮,single-character,guā,cạo,"3,6",new_hsk,resolved,刀,1,0,4,0,1,True
刮风,multi-character-word,guā fēng,gió thổi,"3,4,7","hsk,new_hsk,yct",,,0,0,3,0,0,True
到,single-character,dào,đến,"1,2,3,4","boya,hsk,new_hsk,yct",resolved,至,15,10,10,4,0,True
到位,multi-character-word,dào wèi,đạt mục tiêu,7,new_hsk,,,0,3,4,0,2,True
到处,multi-character-word,dào chù,khắp nơi,"2,3,4,6","boya,hsk,new_hsk,yct",,,0,4,7,0,0,True
到头来,multi-character-word,dàotóulái,cuối cùng,7,new_hsk,,,0,0,0,0,3,True
到底,multi-character-word,dào dǐ,cuối cùng,"3,4,6","boya,hsk,new_hsk",,,2,10,10,1,0,True
到期,multi-character-word,dào qī,đến hạn,6,new_hsk,,,0,1,3,0,2,True
到来,multi-character-word,dào lái,đến,5,new_hsk,,,0,2,10,0,2,True
到达,multi-character-word,dào dá,đến nơi,"3,5,6","boya,hsk,new_hsk",,,0,5,10,0,0,True
制,single-character,zhì,hệ thống,7,new_hsk,resolved,木,15,10,10,0,1,True
制作,multi-character-word,zhì zuò,chế tạo,"3,5","hsk,new_hsk",,,0,2,10,0,0,True
制冷,multi-character-word,zhì lěng,"làm lạnh, đông lạnh",4,hsk,,,0,0,0,0,0,True
制品,multi-character-word,zhì pǐn,sản phẩm,7,new_hsk,,,1,6,7,0,2,True
制定,multi-character-word,zhì dìng,thiết lập,3,new_hsk,,,0,2,10,0,0,True
制度,multi-character-word,zhì dù,hệ thống,"2,3,5","boya,hsk,new_hsk",,,0,10,10,0,2,True
制服,multi-character-word,zhì fú,đồng phục,"6,7","hsk,new_hsk",,,0,0,5,0,2,True
制止,multi-character-word,zhì zhǐ,ngăn chặn,"6,7","hsk,new_hsk",,,0,1,4,0,2,True
制约,multi-character-word,zhì yuē,hạn chế,6,hsk,,,0,3,3,0,2,True
制裁,multi-character-word,zhì cái,trừng phạt,"6,7","hsk,new_hsk",,,0,1,5,0,2,True
制订,multi-character-word,zhì dìng,lập,"2,4,5","boya,hsk,new_hsk",,,0,0,1,0,2,True
制造,multi-character-word,zhì zào,sản xuất,"3,5","hsk,new_hsk",,,0,5,7,0,0,True
刷,single-character,shuā,sơn,"3,4",new_hsk,resolved,刀,6,9,10,0,1,True
刷子,multi-character-word,shuā zi,bàn chải,4,new_hsk,,,0,1,4,0,2,True
刷新,multi-character-word,shuā xīn,làm mới,7,new_hsk,,,0,0,1,0,2,True
刷牙,multi-character-word,shuā yá,đánh răng,"3,4","hsk,new_hsk,yct",,,0,1,4,0,0,True
券,single-character,quàn,"chứng chỉ, vé",6,new_hsk,resolved,刀,2,5,10,0,1,True
刹,single-character,chà,"chùa, đền hoặc miếu Phật giáo (viết tắt của 剎多羅|刹多罗[cha4duo1luo2], tiếng Phạn ""ksetra"")",6,char_dictionary,resolved,刀,3,5,10,0,0,False
刹车,multi-character-word,shā chē,phanh; phanh lại,"6,7","hsk,new_hsk",,,0,0,4,0,2,True
刹那,multi-character-word,chà nà,chốc lát,6,hsk,,,1,5,6,0,2,True
刺,single-character,cì,đâm,"4,6","hsk,new_hsk",resolved,刀,6,10,10,0,0,True
刺激,multi-character-word,cì jī,kích thích,"3,4,5","boya,hsk,new_hsk",,,0,5,9,0,2,True
刺绣,multi-character-word,cì xiù,thêu,7,new_hsk,,,0,4,5,0,2,True
刺耳,multi-character-word,cì'ěr,chói tai,7,new_hsk,,,0,0,4,0,2,True
刺骨,multi-character-word,cì gǔ,lạnh thấu xương,7,new_hsk,,,0,3,4,0,2,True
刻,single-character,kè,một phần tư,"1,2,3,4","boya,hsk,new_hsk,yct",resolved,刀,12,10,10,4,1,True
刻写,multi-character-word,kè xiě,"khắc viết, khắc lên",6,boya,,,0,0,2,0,0,True
刻意,multi-character-word,kè yì,làm hết sức mình,"7,8","boya,new_hsk",,,0,3,4,0,2,True
刻舟求剑,multi-character-word,kè zhōu qiú jiàn,hành động vô ích do hoàn cảnh đã thay đổi,7,new_hsk,,,0,0,3,0,4,True
刻苦,multi-character-word,kè kǔ,chăm chỉ,"5,7","hsk,new_hsk",,,0,4,4,0,2,True
剂,single-character,jì,chế phẩm,7,new_hsk,resolved,刀,3,8,9,0,1,True
剃,single-character,tì,cạo,7,new_hsk,resolved,刀,0,0,0,0,1,True
削,single-character,xiāo,gọt; bào,"6,7","hsk,new_hsk",resolved,刀,2,1,10,0,1,True
削弱,multi-character-word,xuē ruò,làm suy yếu,7,new_hsk,,,0,0,3,0,0,True
前,single-character,qián,trước,"1,3,4","hsk,new_hsk,yct",resolved,止,15,10,10,4,1,True
前不久,multi-character-word,qián bù jiǔ,gần đây,7,new_hsk,,,0,2,4,0,3,True
前仰后合,multi-character-word,qián yǎng hòu hé,cười lăn cười bò,7,new_hsk,,,0,3,5,0,4,True
前任,multi-character-word,qián rèn,người tiền nhiệm,7,new_hsk,,,0,3,7,0,2,True
前台,multi-character-word,qián tái,lễ tân,7,new_hsk,,,0,3,5,0,2,True
前后,multi-character-word,qián hòu,trước và sau,3,new_hsk,,,0,5,7,2,2,True
前夕,multi-character-word,qián xī,đêm trước,7,new_hsk,,,0,4,4,0,2,True
前天,multi-character-word,qián tiān,ngày hôm kia,"1,3","boya,new_hsk",,,0,3,5,0,2,True
前头,multi-character-word,qián tou,phía trước,4,new_hsk,,,0,0,0,0,2,True
前年,multi-character-word,qián nián,năm trước nữa,2,new_hsk,,,0,1,0,0,2,True
前往,multi-character-word,qián wǎng,rời đi,3,new_hsk,,,0,4,9,0,2,True
前所未有,multi-character-word,qián suǒ wèi yǒu,chưa từng có,7,new_hsk,,,0,3,5,0,4,True
前提,multi-character-word,qián tí,tiền đề,"6,7","boya,hsk",,,0,3,9,0,2,True
前方,multi-character-word,qián fāng,phía trước,6,new_hsk,,,0,6,10,0,2,True
前无古人,multi-character-word,qián wú gǔ rén,chưa từng có tiền lệ,7,new_hsk,,,0,1,3,0,4,True
前景,multi-character-word,qián jǐng,triển vọng,6,hsk,,,0,2,4,0,2,True
前期,multi-character-word,qián qī,giai đoạn đầu,7,new_hsk,,,0,3,4,0,2,True
前来,multi-character-word,qián lái,đến,6,new_hsk,,,0,4,10,0,2,True
前沿,multi-character-word,qián yán,tiên tiến,7,new_hsk,,,0,2,3,0,2,True
前线,multi-character-word,qián xiàn,tiền tuyến,7,new_hsk,,,0,3,6,0,2,True
前者,multi-character-word,qián zhě,người trước,7,new_hsk,,,0,7,5,0,2,True
前赴后继,multi-character-word,qián fù hòu jì,tiến lên liên tục,7,new_hsk,,,0,2,3,0,4,True
前辈,multi-character-word,qián bèi,thế hệ trước,7,new_hsk,,,0,0,5,0,2,True
前边,multi-character-word,qián bian,phía trước,1,new_hsk,,,0,3,3,1,2,True
前进,multi-character-word,qián jìn,tiến lên,3,new_hsk,,,0,5,10,0,2,True
前途,multi-character-word,qián tú,"tương lai, triển vọng","5,6","boya,hsk",,,0,2,7,0,2,True
前面,multi-character-word,qián miàn,phía trước,"1,2,3,4","hsk,new_hsk,yct",,,0,2,9,1,0,True
前额,multi-character-word,qián é,Trán.,8,boya,,,0,0,2,0,0,True
剑,single-character,jiàn,kiếm,6,"hsk,new_hsk",resolved,刀,1,0,3,0,1,True
剔,single-character,tī,"bóc thịt khỏi xương; xỉa (răng,...)",6,char_dictionary,resolved,刀,2,4,7,0,0,False
剔除,multi-character-word,tī chú,loại bỏ,7,new_hsk,,,0,2,3,0,2,True
剖,single-character,pōu,mổ xẻ; phân tích,6,char_dictionary,resolved,刀,1,4,5,0,0,False
剥,single-character,bāo,bóc,"2,7","boya,new_hsk",resolved,刀,2,3,10,0,1,True
剥削,multi-character-word,bō xuē,bóc lột,"6,7","hsk,new_hsk",,,0,0,5,0,2,True
剥夺,multi-character-word,bō duó,tước đoạt,7,new_hsk,,,0,3,4,0,2,True
剧,single-character,jù,vở kịch,6,new_hsk,resolved,刀,15,10,10,0,1,True
剧团,multi-character-word,jù tuán,đoàn kịch,7,new_hsk,,,0,0,2,0,2,True
剧场,multi-character-word,jù chǎng,rạp hát,3,new_hsk,,,0,2,3,0,2,True
剧情,multi-character-word,jù qíng,cốt truyện,7,new_hsk,,,0,4,5,0,2,True
剧本,multi-character-word,jù běn,kịch bản,5,new_hsk,,,0,1,4,0,0,True
剧烈,multi-character-word,jù liè,dữ dội,"6,7","hsk,new_hsk",,,0,1,4,0,2,True
剧目,multi-character-word,jù mù,danh sách vở kịch,7,new_hsk,,,0,3,4,0,2,True
剧组,multi-character-word,jù zǔ,nhóm diễn viên và đoàn làm phim,7,new_hsk,,,0,0,3,0,2,True
剧院,multi-character-word,jù yuàn,nhà hát,7,new_hsk,,,0,3,5,0,2,True
剩,single-character,shèng,"còn lại, dư lại; còn thừa","4,5","boya,hsk",resolved,刀,3,3,10,1,1,True
剩余,multi-character-word,shèng yú,dư thừa; còn lại,7,new_hsk,,,0,0,0,0,2,True
剪,single-character,jiǎn,cắt,5,"boya,new_hsk",resolved,刀,3,8,10,0,1,True
剪刀,multi-character-word,jiǎn dāo,kéo,"4,5","boya,hsk",,,0,3,6,0,2,True
剪彩,multi-character-word,jiǎn cǎi,cắt băng,6,hsk,,,0,1,4,0,2,True
副,single-character,fù,phó,"2,5,6","boya,hsk,new_hsk",resolved,刀,2,9,10,0,1,True
副作用,multi-character-word,fù zuò yòng,tác dụng phụ,7,new_hsk,,,0,0,7,0,0,True
割,single-character,gē,cắt,"6,7","hsk,new_hsk",resolved,刀,3,10,10,0,1,True
劈,single-character,pī,"chẻ, bổ","6,7","hsk,new_hsk",resolved,刀,0,0,0,0,1,True
力,single-character,lì,sức mạnh,"3,6",new_hsk,resolved,力,15,10,10,4,1,True
力不从心,multi-character-word,lì bù cóng xīn,lực bất tòng tâm,7,new_hsk,,,0,0,1,0,4,True
力争,multi-character-word,lì zhēng,làm hết sức có thể,"6,7","hsk,new_hsk",,,0,3,6,0,2,True
力度,multi-character-word,lì dù,"sức mạnh, động lực",7,new_hsk,,,0,2,7,0,2,True
力所能及,multi-character-word,lì suǒ néng jí,trong khả năng,7,new_hsk,,,0,0,3,0,0,True
力气,multi-character-word,lì qì,sức mạnh,4,"hsk,new_hsk",,,0,1,2,0,2,True
力求,multi-character-word,lì qiú,cố gắng hết sức,"6,7","hsk,new_hsk",,,0,4,3,0,2,True
力量,multi-character-word,lì liang,sức mạnh,"3,5","hsk,new_hsk",,,0,10,10,0,0,True
劝,single-character,quàn,khuyên,5,"boya,hsk",not-resolved,,5,10,10,0,1,True
劝勉,multi-character-word,quàn miǎn,"Khuyên răn, khuyên bảo, khuyến khích",7,boya,,,0,0,2,0,0,True
劝告,multi-character-word,quàn gào,khuyên bảo,7,new_hsk,,,0,4,6,0,2,True
劝说,multi-character-word,quàn shuō,thuyết phục,"6,7","boya,new_hsk",,,0,2,5,0,2,True
劝酒,multi-character-word,quàn jiǔ,"Mời rượu, ép rượu (theo nghĩa tích cực là mời khách nhiệt tình)",1,boya,,,0,0,2,0,0,True
劝阻,multi-character-word,quàn zǔ,khuyên ngăn,"7,8","boya,new_hsk",,,0,3,5,0,2,True
办,single-character,bàn,"làm, quản lý","2,3","boya,new_hsk",resolved,力,15,10,10,4,1,True
办不到,multi-character-word,bàn bu dào,không thể,7,new_hsk,,,0,0,2,0,3,True
办事,multi-character-word,bàn shì,xử lý công việc,4,new_hsk,,,1,5,10,0,2,True
办事处,multi-character-word,bàn shì chù,văn phòng,6,new_hsk,,,0,3,5,0,3,True
办公,multi-character-word,bàn gōng,làm việc,6,new_hsk,,,1,10,10,2,2,True
办公室,multi-character-word,bàn gōng shì,văn phòng,"2,3,4","boya,hsk,new_hsk,yct",,,0,6,7,2,0,True
办学,multi-character-word,bàn xué,quản lý trường học,6,new_hsk,,,0,2,5,0,2,True
办法,multi-character-word,bàn fǎ,"cách, phương pháp","1,2,3,4","boya,hsk,new_hsk,yct",,,0,5,10,3,2,True
