word,hsk,charCount,pinyin,meaningShortVi,meaningFullVi,compounds,collocations,collocationsWithSentences,linkedCollocationSentences,sentences,grammar,reviewedRelations,candidateRelations,oldStatus,newStatus
居民,2,2,jū mín,cư dân,cư dân (người sinh sống tại một địa phương),0,3,0,0,4,1,0,0,PASS,PASS
居然,3,2,jū rán,bất ngờ,"bất ngờ thay, không ngờ rằng — phó từ biểu thị sự ngạc nhiên, thường khi kết quả vượt quá (tích cực hoặc tiêu cực) kỳ vọng.",0,3,0,0,5,3,0,1,PASS,PASS
屋子,2,2,wū zi,nhà,"phòng, căn phòng",0,0,0,0,0,1,0,1,PASS,PASS
屏幕,3,2,píng mù,màn hình,"màn hình (TV, máy tính, điện thoại); bề mặt hiển thị hình ảnh điện tử",0,4,2,2,4,1,0,0,PASS,PASS
展开,3,2,zhǎn kāi,mở ra,"mở ra, trải ra; triển khai, phát triển; mở (cánh tay, cánh quạt)",0,2,0,0,2,1,0,0,PASS,PASS
展现,3,2,zhǎn xiàn,trưng bày,"trưng bày, bày ra; thể hiện, biểu hiện",0,3,0,0,3,1,0,1,PASS,PASS
展示,3,2,zhǎn shì,trưng bày,"trưng bày, thể hiện, trình diễn",0,3,0,0,2,1,0,1,PASS,PASS
展览,1,2,zhǎn lǎn,triển lãm,triển lãm,0,2,0,0,4,1,0,0,PASS,PASS
属于,3,2,shǔ yú,thuộc về,thuộc về; trực thuộc,0,2,0,0,2,1,0,0,PASS,PASS
屠场,3,2,tú chǎng,Lò mổ,"Lò mổ, lò sát sinh",0,0,0,0,2,1,0,0,PASS,PASS
山峰,2,2,shān fēng,đỉnh núi,"đỉnh núi, chóp núi (sơn-phong trong Hán-Việt)",0,4,0,0,4,1,0,0,PASS,PASS
崇拜,3,2,chóng bài,sùng bái,"sùng bái, tôn sùng (ngưỡng mộ và kính trọng sâu sắc đến mức thần thánh hóa)",0,3,1,1,4,1,0,0,PASS,PASS
崭新,3,2,zhǎn xīn,mới tinh,"mới tinh, hoàn toàn mới",0,2,1,3,3,1,0,0,PASS,PASS
工业,3,2,gōng yè,công nghiệp,công nghiệp,0,2,1,1,2,1,0,0,PASS,PASS
工人,1,2,gōng rén,công nhân,công nhân (người làm công),0,3,2,2,5,1,0,0,PASS,PASS
工作,1,2,gōng zuò,công việc,"công việc, làm việc",1,4,1,1,19,10,0,0,PASS,PASS
工具,3,2,gōng jù,công cụ,"công cụ, dụng cụ",0,0,0,0,0,1,0,0,PASS,PASS
工厂,2,2,gōng chǎng,nhà máy,nhà máy; xí nghiệp sản xuất; xưởng,0,2,0,0,2,1,0,0,PASS,PASS
工夫,3,2,gōng fu,thời gian rảnh rỗi,"thời gian, sức lực; kỹ xảo",0,2,0,0,2,1,1,0,PASS,PASS
工资,3,2,gōng zī,lương,"Lương, tiền lương",0,2,1,1,2,1,0,0,PASS,PASS
左右,2,2,zuǒ yòu,khoảng,"Trái phải, khoảng, xung quanh",0,3,2,2,5,2,0,2,PASS,PASS
左边,1,2,zuǒ biān,bên trái,bên trái,0,1,0,0,6,4,0,0,PASS,PASS
巨大,3,2,jù dà,khổng lồ,"khổng lồ, to lớn",0,0,0,0,2,1,0,1,PASS,PASS
差别,2,2,chā bié,sự khác biệt,"sự khác biệt, sự chênh lệch; điểm khác nhau giữa các vật, người hoặc tình huống",0,0,0,0,3,1,0,2,PASS,PASS
差异,3,2,chā yì,sự khác biệt,"sự khác biệt, sự sai lệch (sai dị)",0,3,2,2,4,1,0,2,PASS,PASS
已经,1,2,yǐ jīng,đã,dĩ kinh,0,2,0,0,13,9,0,0,PASS,PASS
巴掌,2,2,bā zhang,lòng bàn tay,lòng bàn tay; cái tát,0,0,0,0,2,1,0,0,PASS,PASS
市场,3,2,shì chǎng,chợ,"chợ, thị trường",0,2,0,0,3,2,0,0,PASS,PASS
市长,2,2,shì zhǎng,thị trưởng,thị trưởng,0,2,0,0,2,1,0,0,PASS,PASS
师傅,1,2,shī fu,thầy,"Thầy, người thầy; người có nghề nghiệp giỏi, công nhân lành nghề; xưng hô lịch sự với người lạ lớn tuổi",0,0,0,0,3,1,1,0,PASS,PASS
希望,1,2,xī wàng,hy vọng,"Hy vọng, mong muốn",0,3,0,0,3,2,0,0,PASS,PASS
希腊,3,2,Xī là,Hy Lạp,Hy Lạp,0,0,0,0,2,1,0,0,PASS,PASS
带动,2,2,dài dòng,dẫn dắt,"dẫn dắt, thúc đẩy, kéo theo",0,2,0,0,2,1,0,2,PASS,PASS
带来,2,2,dài lái,mang đến,mang đến,0,1,1,1,1,1,0,0,PASS,PASS
带领,3,2,dài lǐng,dẫn dắt,"Dẫn dắt, chỉ đường, dẫn theo",0,2,1,1,2,1,0,2,PASS,PASS
帮助,1,2,bāng zhù,giúp đỡ,"giúp đỡ, tương trợ",0,3,0,0,5,4,0,1,PASS,PASS
帮忙,1,2,bāng máng,giúp đỡ,giúp đỡ,0,2,2,2,7,4,0,1,PASS,PASS
常常,1,2,cháng cháng,thường xuyên,"thường xuyên, hay; nhiều lần",0,3,1,2,7,4,0,3,PASS,PASS
常用,2,2,cháng yòng,thường dùng,thường dụng,0,3,1,1,3,1,0,0,PASS,PASS
常见,2,2,cháng jiàn,phổ biến,thường kiến,0,3,2,2,3,1,0,2,PASS,PASS
帽子,3,2,mào zi,mũ,mũ,0,0,0,0,2,1,0,0,PASS,PASS
干净,1,2,gān jìng,sạch sẽ,sạch sẽ,0,2,2,2,5,3,0,0,PASS,PASS
干吗,3,2,gàn mā,Làm gì?,"làm gì, tại sao",0,0,0,0,0,1,0,1,PASS,PASS
干杯,2,2,gān bēi,cạn ly,cạn ly,0,2,0,0,3,1,0,0,PASS,PASS
干活,2,2,gàn huó,làm việc,làm việc,1,1,0,0,2,1,0,0,PASS,PASS
干脆,3,2,gān cuì,đơn giản,"đơn giản, trực tiếp",0,2,0,0,5,2,0,1,PASS,PASS
平安,2,2,píng'ān,bình an,bình an,1,1,0,0,2,1,0,0,PASS,PASS
平常,2,2,píng cháng,bình thường,bình thường,0,1,0,0,2,1,0,1,PASS,PASS
平时,1,2,píng shí,thường ngày,thường ngày,0,1,1,2,2,1,0,0,PASS,PASS
平等,2,2,píng děng,bình đẳng,bình đẳng,0,2,0,0,3,2,0,0,PASS,PASS
年代,3,2,nián dài,thời kỳ,"Thời kỳ, thập niên",0,0,0,0,3,1,0,0,PASS,PASS
年初,3,2,nián chū,đầu năm,Đầu năm,0,0,0,0,3,1,0,0,PASS,PASS
年底,3,2,nián dǐ,cuối năm,Cuối năm,0,0,0,0,3,1,0,0,PASS,PASS
年级,2,2,nián jí,lớp,lớp,0,1,1,3,3,2,0,1,PASS,PASS
年纪,1,2,nián jì,tuổi tác,"Tuổi tác, số tuổi",1,2,1,1,3,1,0,0,PASS,PASS
年轻,2,2,nián qīng,trẻ,trẻ,0,2,1,2,7,6,0,0,PASS,PASS
并且,3,2,bìng qiě,và,"và, hơn nữa, ngoài ra",0,0,0,0,0,1,0,0,PASS,PASS
幸福,1,2,xìng fú,hạnh phúc,Hạnh phúc,0,1,0,0,6,4,0,0,PASS,PASS
幸运,3,2,xìng yùn,may mắn,"may mắn; hạnh phúc, may mắn",0,1,0,0,2,1,0,1,PASS,PASS
幽默,3,2,yōu mò,hài hước,hài hước,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
广告,2,2,guǎng gào,quảng cáo,"Quảng cáo, thông cáo; tuyên truyền",1,3,0,0,3,1,0,0,PASS,PASS
广场,2,2,guǎng chǎng,quảng trường,quảng trường,0,1,0,0,1,1,0,0,PASS,PASS
广大,3,2,guǎng dà,rộng lớn,"rộng lớn, bao la; đông đảo",0,1,0,0,1,1,0,0,PASS,PASS
广播,2,2,guǎng bō,phát sóng,"phát thanh, phát sóng",0,2,0,0,2,1,0,2,PASS,PASS
庆祝,3,2,qìng zhù,ăn mừng,"Ăn mừng, kỷ niệm",0,2,0,0,2,1,0,0,PASS,PASS
应当,3,2,yīng dāng,nên,"nên, phải; xứng đáng",0,1,0,0,2,1,0,1,PASS,PASS
应用,3,2,yìng yòng,ứng dụng,"áp dụng, sử dụng; ứng dụng",0,2,0,0,2,1,0,0,PASS,PASS
应该,1,2,yīng gāi,nên,nên,0,2,0,0,8,8,0,1,PASS,PASS
底下,3,2,dǐ xia,bên dưới,"bên dưới, phía dưới; dưới đáy",0,2,0,0,2,1,0,2,PASS,PASS
庞大,3,2,páng dà,khổng lồ,"khổng lồ, đồ sộ, to lớn (bàng đại); thường dùng cho tổ chức, số liệu, cơ thể sinh vật lớn",0,3,0,0,4,1,0,1,PASS,PASS
度假,3,2,dù jià,đi nghỉ mát,"đi nghỉ mát, nghỉ phép",0,1,1,3,3,1,0,0,PASS,PASS
座位,2,2,zuò wèi,chỗ ngồi,chỗ ngồi,0,1,0,0,2,1,0,0,PASS,PASS
延伸,2,2,yán shēn,kéo dài,"kéo dài, vươn dài; mở rộng, phát triển",0,0,0,0,3,1,0,2,PASS,PASS
延续,3,2,yán xù,kéo dài,"kéo dài, tiếp diễn, duy trì",0,0,0,0,1,1,0,2,PASS,PASS
延长,2,2,yán cháng,kéo dài,"kéo dài thời gian hoặc khoảng cách, làm dài thêm",0,0,0,0,3,1,0,2,PASS,PASS
建成,3,2,jiàn chéng,thiết lập,"Xây dựng hoàn thành, xây xong",0,2,1,1,2,1,0,2,PASS,PASS
建立,3,2,jiàn lì,xây dựng,"Xây dựng, thành lập, thiết lập",0,2,0,0,3,2,0,1,PASS,PASS
建议,3,2,jiàn yì,đề nghị,đề nghị; khuyên; kiến nghị; gợi ý,0,2,0,0,2,1,0,0,PASS,PASS
建设,3,2,jiàn shè,xây dựng,"Xây dựng, phát triển",0,2,2,2,2,1,0,1,PASS,PASS
开业,3,2,kāi yè,khai trương,khai trương; bắt đầu kinh doanh; mở cửa buôn bán,0,2,0,0,2,1,0,0,PASS,PASS
开会,1,2,kāi huì,họp,"họp, họp hành",0,2,0,0,5,2,0,0,PASS,PASS
开发,3,2,kāi fā,phát triển,"phát triển, khai phá; khai thác, xây dựng và mở rộng một lĩnh vực hoặc tài nguyên",0,2,0,0,2,1,0,4,PASS,PASS
开始,1,2,kāi shǐ,bắt đầu,"bắt đầu, khởi đầu; điểm khởi đầu của một hành động, sự kiện hoặc quá trình",0,2,0,0,4,4,0,0,PASS,PASS
开学,2,2,kāi xué,khai giảng,khai giảng,0,1,1,3,3,2,0,0,PASS,PASS
开展,3,2,kāi zhǎn,phát triển,"triển khai, phát triển",0,2,0,0,2,1,0,4,PASS,PASS
开张,2,2,kāi zhāng,mở cửa kinh doanh,"mở cửa kinh doanh, khai trương",0,2,1,1,3,1,0,0,PASS,PASS
开心,2,2,kāi xīn,vui vẻ,vui vẻ,0,2,1,2,3,1,0,3,PASS,PASS
开放,3,2,kāi fàng,mở,"mở cửa, khai mở; cho phép tiếp cận hoặc không còn bị hạn chế",0,2,0,0,1,1,0,1,PASS,PASS
开机,2,2,kāi jī,bật nguồn,bật nguồn,0,1,0,0,2,1,0,0,PASS,PASS
开端,3,2,kāi duān,Khởi đầu,"Khởi đầu, sự bắt đầu",0,0,0,0,2,1,0,0,PASS,PASS
开花,3,2,kāi huā,nở hoa,nở hoa,0,1,1,2,2,1,0,0,PASS,PASS
开车,1,2,kāi chē,lái xe ô tô,lái xe,0,2,2,2,4,2,0,0,PASS,PASS
开锅,2,2,kāi guō,sôi (nồi nước,"sôi (nồi nước, cháo)",0,0,0,0,2,1,0,0,PASS,PASS
开门,1,2,kāi mén,mở cửa (cửa hàng,"mở cửa (cửa hàng, doanh nghiệp), mở cửa ra vào",0,0,0,0,1,2,0,0,PASS,PASS
弊端,3,2,bì duān,tham nhũng,"tệ nạn, mặt trái, nhược điểm nghiêm trọng; khuyết tật trong hệ thống hoặc cách làm",0,3,1,1,4,1,0,0,PASS,PASS
弟弟,1,2,dì di,em trai,em trai,0,2,1,3,10,8,0,0,PASS,PASS
弹性,3,2,tán xìng,tính đàn hồi,tính đàn hồi; sự linh hoạt,0,1,1,3,3,1,0,0,PASS,PASS
强大,3,2,qiáng dà,mạnh mẽ,mạnh mẽ; to lớn; hùng mạnh,0,2,0,0,2,1,0,2,PASS,PASS
强烈,3,2,qiáng liè,mạnh mẽ,"mạnh mẽ, kịch liệt, dữ dội; gay gắt",0,2,0,0,2,1,0,2,PASS,PASS
强调,3,2,qiáng diào,nhấn mạnh,nhấn mạnh; nhấn; đề cao; đặc biệt lưu ý,0,2,0,0,2,1,0,0,PASS,PASS
当中,3,2,dāng zhōng,giữa,ở giữa; trong số; trong thời gian,0,2,0,0,2,1,0,1,PASS,PASS
当初,3,2,dāng chū,ban đầu,"Vào lúc đó, lúc đầu, trước đây",0,3,2,2,3,1,0,2,PASS,PASS
当地,3,2,dāng dì,địa phương,"tại chỗ, địa phương",0,2,0,0,2,1,0,0,PASS,PASS
当时,2,2,dāng shí,lúc đó,lúc đó,0,2,1,1,3,1,0,1,PASS,PASS
当然,1,2,dāng rán,tất nhiên,"Tất nhiên, đương nhiên",1,1,1,1,5,4,0,0,PASS,PASS
当真,3,2,dàng zhēn,cho là thật,"nghiêm túc, coi là thật; thật sao",0,0,0,0,1,1,0,0,PASS,PASS
录音,3,2,lù yīn,ghi âm,ghi âm,1,1,0,0,1,1,0,0,PASS,PASS
形式,3,2,xíng shì,hình thức,hình thức; dạng thức; phương thức,0,1,0,0,2,1,0,0,PASS,PASS
形成,3,2,xíng chéng,hình thành,"hình thành, thành hình; quá trình phát triển và trở thành một trạng thái, cấu trúc hoặc kết quả nhất định",0,2,0,0,2,1,0,0,PASS,PASS
形象,3,2,xíng xiàng,hình ảnh,"hình ảnh; hình tượng; dáng vẻ, diện mạo",0,1,0,0,1,1,0,1,PASS,PASS
彩色,3,2,cǎi sè,nhiều màu,có màu sắc; màu rực rỡ,0,2,0,0,2,1,0,0,PASS,PASS
影响,2,2,yǐng xiǎng,ảnh hưởng,ảnh hưởng,0,1,1,3,4,3,0,0,PASS,PASS
影片,2,2,yǐng piàn,phim,phim,0,2,0,0,2,1,0,1,PASS,PASS
影视,3,2,yǐng shì,phim và truyền hình,phim và truyền hình,0,1,0,0,0,1,0,0,PASS,PASS
往往,3,2,wǎng wǎng,thường xuyên,"Thường xuyên, thường",0,3,2,2,3,1,0,3,PASS,PASS
征服,3,2,zhēng fú,chinh phục,chinh phục,0,1,1,2,2,1,0,0,PASS,PASS
得出,2,2,dé chū,đạt được,đạt được,0,2,0,0,2,1,0,3,PASS,PASS
得分,3,2,dé fēn,nhận điểm,"điểm số; ghi bàn, ghi điểm; nhận được điểm",0,2,0,0,2,1,0,0,PASS,PASS
得到,1,2,dé dào,nhận,nhận được,0,2,0,0,3,1,0,0,PASS,PASS
心中,2,2,xīn zhōng,trong lòng,trong lòng,0,2,0,0,1,1,0,0,PASS,PASS
心情,2,2,xīn qíng,tâm trạng,tâm trạng,0,2,0,0,2,1,0,0,PASS,PASS
心意,1,2,xīn yì,ý định,"Tâm ý — tấm lòng, tình cảm chân thành muốn thể hiện; ý định hoặc nguyện vọng xuất phát từ lòng.",0,3,1,1,4,1,0,0,PASS,PASS
心里,2,2,xīn li,trong tâm trí,trong tâm trí,0,2,0,0,3,2,0,0,PASS,PASS
必然,3,2,bì rán,tất yếu,tất nhiên; tất yếu; chắc chắn,0,2,0,0,2,1,0,0,PASS,PASS
必要,3,2,bì yào,cần thiết,"cần thiết, tất yếu; cần phải",0,2,0,0,2,2,0,0,PASS,PASS
必须,2,2,bì xū,phải,phải,0,2,0,0,4,3,0,0,PASS,PASS
志愿,3,2,zhì yuàn,nguyện vọng,"Nguyện vọng, tâm nguyện, tự nguyện",1,3,1,1,3,1,0,0,PASS,PASS
忘记,1,2,wàng jì,quên,quên,0,3,3,3,4,1,0,0,PASS,PASS
忙碌,2,2,máng lù,bận rộn,"bận rộn, bề bộn",0,3,0,0,3,1,0,0,PASS,PASS
快乐,1,2,kuài lè,vui vẻ,vui vẻ,0,3,2,2,6,4,0,3,PASS,PASS
快要,1,2,kuài yào,sắp,sắp,0,2,0,0,4,3,0,1,PASS,PASS
快速,3,2,kuài sù,nhanh chóng,"nhanh chóng, mau lẹ; ở tốc độ cao",0,2,0,0,2,1,0,1,PASS,PASS
快餐,2,2,kuài cān,thức ăn nhanh,khái xan,0,1,1,1,2,1,0,0,PASS,PASS
忽然,2,2,hū rán,đột nhiên,hốt nhiên,0,2,1,1,3,3,0,1,PASS,PASS
忽略,3,2,hū lüè,bỏ qua,bỏ qua,0,0,0,0,0,1,0,2,PASS,PASS
忽视,3,2,hū shì,bỏ qua,bỏ qua,0,1,1,3,3,2,0,2,PASS,PASS
怀孕,3,2,huái yùn,mang thai,mang thai,0,3,1,1,3,1,0,0,PASS,PASS
怀念,2,2,huái niàn,nhớ,nhớ,0,1,1,3,3,2,0,2,PASS,PASS
怀疑,2,2,huái yí,nghi ngờ,nghi ngờ,0,0,0,0,0,1,0,0,PASS,PASS
态度,2,2,tài du,thái độ,thái độ,0,3,0,0,3,1,0,0,PASS,PASS
怎么,1,2,zěn me,Sao? Tại sao?,"thế nào, như thế nào",5,3,3,7,20,10,0,0,PASS,PASS
怎样,2,2,zěn yàng,như thế nào?,như thế nào,0,2,1,1,2,1,0,1,PASS,PASS
思想,3,2,sī xiǎng,tư tưởng,"tư tưởng, suy nghĩ",0,0,0,0,0,1,0,0,PASS,PASS
急忙,2,2,jí máng,vội vàng,"Vội vàng, hối hả, gấp gáp",0,2,0,0,3,1,0,2,PASS,PASS
性别,3,2,xìng bié,giới tính,Giới tính (nam/nữ); tính biệt lập,0,2,1,1,3,1,0,0,PASS,PASS
性格,2,2,xìng gé,tính cách,"tính cách, tính tình",0,2,0,0,6,5,0,0,PASS,PASS
总是,2,2,zǒng shì,luôn luôn,Luôn luôn,0,0,0,0,4,3,0,3,PASS,PASS
总结,3,2,zǒng jié,tóm tắt,"tóm tắt, tổng kết; hệ thống lại những gì đã diễn ra hoặc đã học để rút ra điểm chính",0,2,0,0,2,1,0,0,PASS,PASS
恐怕,3,2,kǒng pà,e rằng,"E rằng, có lẽ",0,0,0,0,3,1,0,0,PASS,PASS
恐怖,3,2,kǒng bù,kinh dị,kinh dị,0,2,0,0,4,1,0,0,PASS,PASS
恭敬,3,2,gōng jìng,cung kính,"Cung kính (cung-kính): thái độ tôn trọng và lễ phép sâu sắc, thể hiện bằng cả lời nói lẫn hành động.",0,2,1,1,4,1,0,0,PASS,PASS
恰恰,3,2,qià qià,chính xác,"chính xác, vừa đúng",0,0,0,0,4,1,0,2,PASS,PASS
恶劣,3,2,è liè,ghê tởm,tồi tệ,0,0,0,0,3,1,0,0,PASS,PASS
悄悄,2,2,qiāo qiāo,lặng lẽ,lặng lẽ,0,2,0,0,4,1,0,0,PASS,PASS
悲伤,3,2,bēi shāng,buồn,"buồn bã, đau buồn",0,3,0,0,5,1,0,1,PASS,PASS
情况,2,2,qíng kuàng,tình hình,tình hình,0,2,0,0,5,4,0,1,PASS,PASS
情感,3,2,qíng gǎn,tình cảm,"Tình cảm, cảm xúc",0,1,0,0,3,1,0,0,PASS,PASS
惊呼,3,2,jīng hū,kinh ngạc kêu lên,"kinh ngạc kêu lên, thốt lên",0,0,0,0,2,1,0,0,PASS,PASS
惊讶,2,2,jīng yà,ngạc nhiên,"ngạc nhiên, sửng sốt (cảm xúc khi gặp điều bất ngờ, không ngờ tới)",0,4,3,3,4,1,0,0,PASS,PASS
惦记,3,2,diàn jì,nhớ lại,"nhớ nhung, canh cánh trong lòng (luôn nghĩ đến ai/điều gì với tình cảm lo lắng hoặc quan tâm)",0,3,2,4,4,1,0,2,PASS,PASS
惨痛,3,2,cǎn tòng,đau đớn,"đau đớn, bi thảm",0,3,0,0,4,1,0,0,PASS,PASS
想到,2,2,xiǎng dào,nghĩ đến,nghĩ đến,1,2,0,0,3,3,0,0,PASS,PASS
想念,1,2,xiǎng niàn,nhớ,"nhớ, hoài niệm",0,2,1,1,5,2,0,2,PASS,PASS
想法,2,2,xiǎng fǎ,ý tưởng,ý tưởng,0,2,1,1,2,1,0,0,PASS,PASS
想起,2,2,xiǎng qǐ,nhớ lại,nhớ lại,0,2,0,0,4,3,0,2,PASS,PASS
愉快,2,2,yú kuài,vui vẻ,"vui vẻ, dễ chịu, hạnh phúc (du-khoái: tâm trạng vui tươi)",0,3,0,0,4,1,0,3,PASS,PASS
意义,3,2,yì yì,ý nghĩa,"ý nghĩa, giá trị, tầm quan trọng; sự đáng để thực hiện hoặc lưu ý",1,2,1,1,2,1,0,1,PASS,PASS
意味,3,2,yì wèi,Có nghĩa là,"Có nghĩa là, ý nghĩa, hàm ý",1,0,0,0,2,1,0,0,PASS,PASS
意外,3,2,yì wài,bất ngờ,"bất ngờ, ngoài dự kiến",0,1,0,0,1,1,0,1,PASS,PASS
意志,3,2,yì zhì,ý chí,ý chí,0,1,1,3,3,1,1,0,PASS,PASS
意思,2,2,yì si,ý nghĩa,ý nghĩa,3,3,3,5,8,7,0,1,PASS,PASS
意见,1,2,yì jiàn,phàn nàn,ý kiến,1,2,0,0,4,2,0,1,PASS,PASS
感冒,1,2,gǎn mào,cảm,"Cảm lạnh, cảm cúm",0,2,0,0,4,2,0,0,PASS,PASS
感到,2,2,gǎn dào,cảm thấy,cảm thấy,0,3,0,0,2,1,1,1,PASS,PASS
感动,2,2,gǎn dòng,cảm động,cảm động,0,1,0,0,3,2,0,1,PASS,PASS
感受,3,2,gǎn shòu,cảm nhận,"Cảm nhận, cảm giác; cảm nghĩ",0,1,0,0,3,1,0,0,PASS,PASS
感情,3,2,gǎn qíng,cảm xúc,"Tình cảm, cảm xúc",0,3,1,1,3,1,0,0,PASS,PASS
感觉,2,2,gǎn jué,cảm giác,cảm giác,0,3,0,0,3,1,0,0,PASS,PASS
感谢,2,2,gǎn xiè,cảm ơn,cảm ơn,0,2,0,0,3,1,0,1,PASS,PASS
愤怒,3,2,fèn nù,phẫn nộ,phẫn nộ,0,2,0,0,4,1,0,0,PASS,PASS
愿意,2,2,yuàn yì,sẵn lòng,"Sẵn lòng, nguyện ý; mong muốn, ước gì",0,3,2,2,6,4,0,0,PASS,PASS
愿望,2,2,yuàn wàng,mong muốn,"Ước mơ, nguyện vọng",0,1,0,0,3,1,0,1,PASS,PASS
慈悲,3,2,cí bēi,Từ bi,Từ bi,0,0,0,0,2,1,0,0,PASS,PASS
慢慢,3,2,màn màn,chậm,"Từ từ, chậm rãi",0,2,1,1,4,3,0,0,PASS,PASS
懂得,2,2,dǒng dé,hiểu,"hiểu, thấu hiểu",0,3,0,0,2,1,0,4,PASS,PASS
成为,2,2,chéng wéi,trở thành,thành vi,0,1,0,0,2,1,0,1,PASS,PASS
成功,2,2,chéng gōng,thành công,thành công,0,1,0,0,6,6,0,0,PASS,PASS
成员,3,2,chéng yuán,thành viên,thành viên,0,2,1,1,2,1,0,1,PASS,PASS
成就,3,2,chéng jiù,thành tựu,thành tựu,0,2,0,0,2,1,0,0,PASS,PASS
成果,3,2,chéng guǒ,thành quả,thành quả,0,1,0,0,1,1,0,0,PASS,PASS
成熟,3,2,chéng shú,trưởng thành,"trưởng thành, chín muồi",0,2,0,0,2,1,0,2,PASS,PASS
成立,3,2,chéng lì,thành lập,thành lập,0,2,0,0,1,1,0,0,PASS,PASS
成绩,2,2,chéng jì,thành tích,thành tích; điểm số,1,2,1,3,4,3,0,0,PASS,PASS
成长,3,2,chéng zhǎng,trưởng thành,"lớn lên, trưởng thành",0,2,0,0,3,2,0,2,PASS,PASS
我们,1,2,wǒ men,chúng tôi,"chúng tôi, chúng ta",0,2,0,0,20,10,0,0,PASS,PASS
戒烟,2,2,jiè yān,bỏ thuốc lá,bỏ thuốc lá,0,2,0,0,4,1,0,0,PASS,PASS
或者,2,2,huò zhě,hoặc,hoặc giả,0,2,0,0,6,5,0,0,PASS,PASS
房东,2,2,fáng dōng,chủ nhà,chủ nhà,0,0,0,0,0,1,0,0,PASS,PASS
房子,1,2,fáng zi,nhà,"nhà, ngôi nhà",0,2,0,0,7,6,0,1,PASS,PASS
房屋,3,2,fáng wū,ngôi nhà,"ngôi nhà, nhà cửa",0,0,0,0,0,1,0,0,PASS,PASS
房租,2,2,fáng zū,tiền thuê nhà,tiền thuê nhà,0,0,0,0,0,1,0,0,PASS,PASS
房间,1,2,fáng jiān,phòng,phòng (nhà),0,3,1,3,11,8,0,0,PASS,PASS
所以,1,2,suǒ yǐ,vì vậy,sở dĩ,0,1,0,0,5,4,0,0,PASS,PASS
所有,2,2,suǒ yǒu,tất cả,sở hữu,0,2,2,3,3,1,0,1,PASS,PASS
所谓,3,2,suǒ wèi,cái gọi là,cái gọi là,1,2,0,0,4,1,0,0,PASS,PASS
所长,3,2,suǒ zhǎng,trưởng phòng,"trưởng sở, viện trưởng",0,2,0,0,2,1,0,0,PASS,PASS
扇子,2,2,shàn zi,quạt giấy,quạt giấy,0,2,0,0,4,1,0,0,PASS,PASS
手势,3,2,shǒu shì,cử chỉ,"cử chỉ tay, ngôn ngữ cơ thể bằng tay",0,4,0,0,4,1,0,0,PASS,PASS
手指,3,2,shǒu zhǐ,ngón tay,Ngón tay,0,3,1,1,3,1,0,0,PASS,PASS
手机,1,2,shǒu jī,điện thoại di động,"điện thoại di động, điện thoại cầm tay",0,4,1,1,10,7,0,0,PASS,PASS
手续,2,2,shǒu xù,thủ tục,thủ tục; quy trình; các bước cần thiết,1,2,0,0,2,1,0,0,PASS,PASS
手表,2,2,shǒu biǎo,đồng hồ đeo tay,đồng hồ đeo tay,0,2,1,1,3,2,0,0,PASS,PASS
才能,3,2,cái néng,khả năng,tài năng; khả năng; đẳng ra mới,0,2,0,0,5,4,0,3,PASS,PASS
扎啤,2,2,zhā pí,Bia tươi,"Bia tươi, bia hơi",0,0,0,0,2,1,0,0,PASS,PASS
扑克,3,2,pū kè,bài poker,bài tây; bài poker,0,2,2,2,3,1,0,0,PASS,PASS
打包,3,2,dǎ bāo,đóng gói đồ ăn mang về,đóng gói đồ ăn mang về,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
打印,2,2,dǎ yìn,in,in ấn,1,2,0,0,1,1,0,0,PASS,PASS
打听,3,2,dǎ ting,hỏi thăm,hỏi thăm,0,2,0,0,2,1,0,1,PASS,PASS
打嗝,3,2,dǎ gé,Nấc (chứng nấc cụt),Nấc (chứng nấc cụt),0,0,0,0,2,1,0,0,PASS,PASS
打工,2,2,dǎ gōng,làm thêm,làm thêm,0,2,0,0,1,1,0,0,PASS,PASS
打开,1,2,dǎ kāi,mở,mở ra,0,2,0,0,5,2,0,1,PASS,PASS
打扫,3,2,dǎ sǎo,quét dọn,quét dọn,0,1,1,2,2,2,0,0,PASS,PASS
打架,3,2,dǎ jià,đánh nhau,đánh nhau,0,0,0,0,0,0,0,0,PARTIAL,BLOCKED-NO-SUPPORTING-EVIDENCE
打球,1,2,dǎ qiú,chơi bóng,chơi bóng (thể thao dùng bóng),0,0,0,0,3,2,0,0,PASS,PASS
打破,3,2,dǎ pò,phá vỡ,"phá vỡ, đập vỡ; vượt qua, phá vỡ (kỷ lục, quy tắc)",0,1,1,1,4,3,0,0,PASS,PASS
打算,1,2,dǎ suàn,kế hoạch,kế hoạch,0,2,0,0,2,1,0,1,PASS,PASS
打车,1,2,dǎ chē,đón xe,"bắt taxi, đi taxi",0,0,0,0,4,2,1,0,PASS,PASS
打针,1,2,dǎ zhēn,tiêm,tiêm,0,2,0,0,3,2,0,0,PASS,PASS
扫帚,3,2,sào zhou,Chổi,Chổi,0,0,0,0,2,1,0,0,PASS,PASS
