word,collocation,collocationPinyin,collocationMeaning,sentenceChinese,sentencePinyin,sentenceMeaning,source
就要,就要,jiù yào,sắp,新年就要到了。,xīn nián jiù yào dào le,Năm mới sắp đến rồi.,hsk_2.json
尽情,尽情享受,jìnqíng xiǎngshòu,tận hưởng thỏa thích,大家尽情享受派对吧！,Dàjiā jìnqíng xiǎngshòu pàiduì ba!,Mọi người hãy thỏa sức tận hưởng bữa tiệc nào!,hsk_3.json
尽情,尽情歌唱,jìnqíng gēchàng,ca hát hết mình,她在舞台上尽情歌唱。,Tā zài wǔtái shàng jìnqíng gēchàng.,Cô ấy hết mình ca hát trên sân khấu.,hsk_3.json
尾巴,尾巴,wěi ba,đuôi,这个尾巴很好。,zhè ge wěi ba hěn hǎo。,đuôi này rất tốt.,hsk_2.json
尾巴,尾巴,wěi ba,đuôi,我喜欢这个尾巴。,wǒ xǐ huan zhè ge wěi ba。,Tôi thích đuôi này.,hsk_2.json
局限,局限于,júxiàn yú,bị giới hạn ở,他的思维不应局限于传统观念。,Tā de sīwéi bù yīng júxiàn yú chuántǒng guānniàn.,Tư duy của anh ấy không nên bị giới hạn trong quan niệm truyền thống.,hsk_3.json
局限,局限于,júxiàn yú,bị giới hạn ở,艺术创作不能局限于一种风格。,Yìshù chuàngzuò bù néng júxiàn yú yī zhǒng fēnggé.,Sáng tạo nghệ thuật không thể bị giới hạn ở một phong cách.,hsk_3.json
屏幕,大屏幕,dà píngmù,màn hình lớn,电影院的大屏幕给人震撼的感觉,Diànyǐngyuàn de dà píngmù gěi rén zhènhàn de gǎnjué,Màn hình lớn của rạp chiếu phim mang lại cảm giác choáng ngợp,hsk_3.json
屏幕,屏幕分辨率,píngmù fēnbiànlǜ,độ phân giải màn hình,这款手机的屏幕分辨率非常高,Zhè kuǎn shǒujī de píngmù fēnbiànlǜ fēicháng gāo,Màn hình của chiếc điện thoại này có độ phân giải rất cao,hsk_3.json
崇拜,盲目崇拜,mángmù chóngbài,sùng bái mù quáng,盲目崇拜偶像是不理智的,Mángmù chóngbài ǒuxiàng shì bù lǐzhì de,Cuồng thần tượng một cách mù quáng là thiếu lý trí,hsk_3.json
崭新,崭新的,zhǎnxīn de,mới tinh (đuôi tính từ),一辆崭新的汽车,Yī liàng zhǎnxīn de qìchē,Một chiếc xe hơi mới tinh,hsk_3.json
崭新,崭新的,zhǎnxīn de,mới tinh (đuôi tính từ),崭新的一年,Zhǎnxīn de yī nián,Một năm hoàn toàn mới,hsk_3.json
崭新,崭新的,zhǎnxīn de,mới tinh (đuôi tính từ),穿上一件崭新的衣服,Chuān shàng yī jiàn zhǎnxīn de yīfú,Mặc một bộ quần áo mới tinh,hsk_3.json
工业,工业发展,gōngyè fāzhǎn,phát triển công nghiệp,中国工业发展很快。,Zhōngguó gōngyè fāzhǎn hěn kuài.,Công nghiệp Trung Quốc phát triển rất nhanh.,hsk_3.json
工人,建筑工人,jiànzhù gōngrén,công nhân xây dựng,建筑工人很多,Jiànzhù gōngrén hěn duō,Công nhân xây dựng rất nhiều,hsk_1.json
工人,工厂工人,gōngchǎng gōngrén,công nhân nhà máy,他是工厂工人,Tā shì gōngchǎng gōngrén,Anh ấy là công nhân nhà máy,hsk_1.json
工作,找工作,zhǎo gōngzuò,tìm việc,找工作不容易,Zhǎo gōngzuò bù róngyì,Tìm việc không dễ,hsk_1.json
工资,发工资,fā gōngzī,trả lương,公司每个月五号发工资。,Gōngsī měi gè yuè wǔ hào fā gōngzī.,Công ty trả lương ngày mùng năm hàng tháng.,hsk_3.json
左右,左右手,zuǒyòushǒu,tay trái và tay phải,我的左右手都受伤了。,Wǒde zuǒyòu shǒu dōu shòushāng le.,Cả tay trái và tay phải của tôi đều bị thương.,hsk_2.json
左右,一百元左右,yībǎi yuán zuǒyòu,khoảng một trăm tệ,价格在一百元左右。,Jiàgé zài yībǎi yuán zuǒyòu.,Giá khoảng một trăm tệ.,hsk_2.json
差异,文化差异,wénhuà chāyì,sự khác biệt văn hóa,文化差异影响人们的思维方式,Wénhuà chāyì yǐngxiǎng rénmen de sīwéi fāngshì,Sự khác biệt văn hóa ảnh hưởng đến cách tư duy của mọi người,hsk_3.json
差异,个体差异,gètǐ chāyì,sự khác biệt cá thể,个体差异在教育中很重要,Gètǐ chāyì zài jiàoyù zhōng hěn zhòngyào,Sự khác biệt cá nhân rất quan trọng trong giáo dục,hsk_3.json
带来,带来,dài lái,mang đến,带来了快乐,dài lái le kuài lè,Mang đến niềm vui,hsk_2.json
带领,带领团队,dàilǐng tuánduì,dẫn dắt đội nhóm,他带领团队赢得了比赛。,Tā dàilǐng tuánduì yíng dé le bǐsài.,Anh ấy đã dẫn dắt đội nhóm giành chiến thắng.,hsk_3.json
帮忙,请帮忙,qǐng bāngmáng,xin hãy giúp đỡ,请帮忙,Qǐng bāngmáng,Xin hãy giúp đỡ,hsk_1.json
帮忙,很帮忙,hěn bāngmáng,rất hay giúp đỡ,他们很帮忙,Tāmen hěn bāngmáng,Họ rất hay giúp đỡ,hsk_1.json
常常,常常去,chángcháng qù,thường đi,我常常去那里,Wǒ chángcháng qù nàli,Tôi thường đi đó,hsk_1.json
常常,常常去,chángcháng qù,thường đi,他常常去图书馆看书。,tā cháng cháng qù tú shū guǎn kàn shū,Anh ấy thường xuyên đến thư viện đọc sách.,hsk_5.json
常用,常用词,cháng yòng cí,từ thường dùng,这是常用词,zhè shì cháng yòng cí,Đây là từ thường dùng,hsk_2.json
常见,常见问题,cháng jiàn wèn tí,vấn đề thường gặp,这是常见问题,zhè shì cháng jiàn wèn tí,Đây là vấn đề thường gặp,hsk_2.json
常见,很常见,hěn cháng jiàn,rất phổ biến,很常见,hěn cháng jiàn,Rất phổ biến,hsk_2.json
干净,很干净,hěn gānjìng,rất sạch,这个房间很干净。,Zhège fángjiān hěn gānjìng.,Căn phòng này rất sạch sẽ.,hsk_1.json
干净,保持干净,bǎochí gānjìng,giữ gìn sạch sẽ,请保持干净。,Qǐng bǎochí gānjìng.,Hãy giữ gìn vệ sinh.,hsk_1.json
平时,平时,píng shí,thường ngày,平时很忙,píng shí hěn máng,Thường ngày rất bận,hsk_1.json
平时,平时,píng shí,thường ngày,跟平时一样,gēn píng shí yī yàng,Giống như mọi khi,hsk_1.json
年级,年级,nián jí,năm học,我上二年级,wǒ shàng èr nián jí,Tôi học lớp hai,hsk_2.json
年级,年级,nián jí,năm học,不同年级,bù tóng nián jí,Các lớp khác nhau,hsk_2.json
年级,年级,nián jí,năm học,那个又高又漂亮的女孩儿是二年级的。,nà gè yòu gāo yòu piāo liàng de nǚ hái ér shì èr nián jí de,Cô gái vừa cao vừa xinh đó là sinh viên năm hai.,hsk_3.json
年纪,年纪大,niánjì dà,lớn tuổi,他年纪大了，需要休息。,"Tā niánjì dà le, xūyào xiūxi.","Ông ấy đã lớn tuổi, cần nghỉ ngơi.",hsk_1.json
年轻,年轻人,nián qīng rén,người trẻ,调查显示，只有37%的人愿意回到没有手机的时代，其中大部分是年轻人。,diào chá xiǎn shì zhǐ yǒu de rén yuàn yì huí dào méi yǒu shǒu jī de shí dài qí zhōng dà bù fēn shì nián qīng rén,"Khảo sát cho thấy chỉ có 37% người sẵn lòng quay lại thời đại không có điện thoại, trong đó phần lớn là người trẻ.",hsk_4.json
年轻,年轻人,nián qīng rén,người trẻ,李文是那个穿着黑衣服的短头发的年轻人吗？,lǐ wén shì nà gè chuān zhe hēi yī fú de duǎn tóu fā de nián qīng rén ma,Lý Văn có phải là chàng thanh niên tóc ngắn mặc áo đen kia không?,new_hsk_3.json
度假,度假,dùjià,nghỉ mát,我们去海边度假,Wǒmen qù hǎibiān dùjià,Chúng tôi đi biển nghỉ mát,hsk_3.json
度假,度假,dùjià,nghỉ mát,度假村,Dùjiàcūn,Khu nghỉ dưỡng,hsk_3.json
度假,度假,dùjià,nghỉ mát,带薪度假,Dàixīn dùjià,Nghỉ phép có lương,hsk_3.json
建成,建成通车,jiànchéng tōngchē,xây xong và thông xe,这座大桥今年已经建成通车了。,Zhè zuò dàqiáo jīnnián yǐjīng jiànchéng tōngchē le.,Cây cầu lớn này năm nay đã xây xong và thông xe rồi.,hsk_3.json
建设,基础设施建设,jīchǔ shèshī jiànshè,xây dựng cơ sở hạ tầng,国家正在大力发展基础设施建设。,Guójiā zhèngzài dàlì fāzhǎn jīchǔ shèshī jiànshè.,Nhà nước đang phát triển mạnh mẽ xây dựng cơ sở hạ tầng.,hsk_3.json
建设,城市建设,chéngshì jiànshè,xây dựng đô thị,城市建设越来越现代化。,Chéngshì jiànshè yuè lái yuè xiàndàihuà.,Xây dựng đô thị ngày càng hiện đại.,hsk_3.json
开学,开学,kāi xué,khai giảng,九月一号开学,jiǔ yuè yī hào kāi xué,Mùng một tháng chín khai giảng,hsk_2.json
开学,开学,kāi xué,khai giảng,开学了,kāi xué le,Đã khai giảng,hsk_2.json
开学,开学,kāi xué,khai giảng,开学已经三个多星期了。,kāi xué yǐ jīng sān gè duō xīng qī le,Khai giảng đã được hơn ba tuần rồi.,new_hsk_3.json
开张,开张大吉,kāizhāng dàjí,khai trương đại lợi,恭喜开张大吉,Gōngxǐ kāizhāng dàjí,Chúc mừng khai trương đại lợi,hsk_2.json
开心,很开心,hěn kāi xīn,rất vui,我今天很开心。,wǒ jīn tiān hěn kāi xīn。,Hôm nay tôi rất vui.,hsk_2.json
开心,很开心,hěn kāi xīn,rất vui,看到你我就很开心。,kàn dào nǐ wǒ jiù hěn kāi xīn。,Thấy bạn tôi đã rất vui.,hsk_2.json
开花,开花,kāi huā,nở hoa,这个开花很好。,zhè ge kāi huā hěn hǎo。,nở hoa này rất tốt.,hsk_3.json
开花,开花,kāi huā,nở hoa,我喜欢这个开花。,wǒ xǐ huan zhè ge kāi huā。,Tôi thích nở hoa này.,hsk_3.json
开车,开车去,kāichē qù,lái xe đến,我们开车去机场。,Wǒmen kāichē qù jīchǎng.,Chúng tôi lái xe ra sân bay.,hsk_1.json
开车,会开车,huì kāichē,biết lái xe,他会开车。,Tā huì kāichē.,Anh ấy biết lái xe.,hsk_1.json
弊端,消除弊端,xiāochú bìduān,loại bỏ tệ nạn,改革的目的是消除弊端。,Gǎigé de mùdì shì xiāochú bìduān.,Mục đích của cải cách là loại bỏ những tệ nạn.,hsk_3.json
弟弟,弟弟,dìdi,em trai,这是我弟弟,Zhè shì wǒ dìdi,Đây là em trai tôi,hsk_1.json
弟弟,弟弟,dìdi,em trai,弟弟在玩,Dìdi zài wán,Em trai đang chơi,hsk_1.json
弟弟,弟弟,dìdi,em trai,弟弟很小,Dìdi hěn xiǎo,Em trai còn nhỏ,hsk_1.json
弹性,弹性,tánxìng,tính đàn hồi,这个材料有很好的弹性,Zhège cáiliào yǒu hěn hǎo de tánxìng,Chất liệu này có độ đàn hồi rất tốt,hsk_3.json
弹性,弹性,tánxìng,tính đàn hồi,工作时间有弹性,Gōngzuò shíjiān yǒu tánxìng,Thời gian làm việc linh hoạt,hsk_3.json
弹性,弹性,tánxìng,tính đàn hồi,缺乏弹性,Quēfá tánxìng,Thiếu linh hoạt,hsk_3.json
当初,当初的决定,dāngchū de juédìng,quyết định lúc đầu,当初的决定是对的。,Dāngchū de juédìng shì duì de.,Quyết định lúc đầu là đúng.,hsk_3.json
当初,当初我们,dāngchū wǒmen,chúng ta lúc đó,当初我们应该更努力。,Dāngchū wǒmen yīnggāi gèng nǔlì.,Lúc đó chúng ta nên nỗ lực hơn.,hsk_3.json
当时,当时的,dāng shí de,của lúc đó,当时的情况很紧急。,dāng shí de qíng kuàng hěn jǐn jí。,Tình hình lúc đó rất khẩn cấp.,hsk_2.json
当然,理所当然,lǐsuǒdāngrán,đương nhiên,"鉴于白噪音有这样的功效, 它理所当然地成了医生的好帮手。",jiàn yú bái zào yīn yǒu zhè yàng de gōng xiào tā lǐ suǒ dāng rán dì chéng le yī shēng de hǎo bāng shǒu,"Xét thấy tiếng ồn trắng có công hiệu như vậy, nó đương nhiên trở thành trợ thủ đắc lực của bác sĩ.",hsk_6.json
影响,影响,yǐng xiǎng,ảnh hưởng,对我影响很大,duì wǒ yǐng xiǎng hěn dà,Ảnh hưởng lớn đến tôi,hsk_2.json
影响,影响,yǐng xiǎng,ảnh hưởng,受到影响,shòu dào yǐng xiǎng,Bị ảnh hưởng,hsk_2.json
影响,影响,yǐng xiǎng,ảnh hưởng,结婚前，我们要清楚自己想要的是什么，而不要被别人对幸福的看法影响。,jié hūn qián wǒ men yào qīng chǔ zì jǐ xiǎng yào de shì shén me ér bù yào bèi bié rén duì xìng fú de kàn fǎ yǐng xiǎng,"Trước khi kết hôn, chúng ta cần hiểu rõ bản thân muốn gì, chứ không nên bị quan điểm của người khác về hạnh phúc ảnh hưởng.",hsk_4.json
往往,往往去,wǎngwǎng qù,thường đi,周末他往往去图书馆。,Zhōumò tā wǎngwǎng qù túshūguǎn.,Cuối tuần anh ấy thường đi thư viện.,hsk_3.json
往往,往往喜欢,wǎngwǎng xǐhuān,thường thích,年轻人往往喜欢新鲜事物。,Niánqīngrén wǎngwǎng xǐhuān xīnxiān shìwù.,Người trẻ thường thích cái mới.,hsk_3.json
征服,征服,zhēng fú,chinh phục,这个征服很好。,zhè ge zhēng fú hěn hǎo。,chinh phục này rất tốt.,hsk_3.json
征服,征服,zhēng fú,chinh phục,我喜欢这个征服。,wǒ xǐ huan zhè ge zhēng fú。,Tôi thích chinh phục này.,hsk_3.json
心意,一点心意,yīdiǎn xīnyì,một chút tấm lòng,这份礼物代表我的一点心意,Zhè fèn lǐwù dàibiǎo wǒ de yīdiǎn xīnyì,Món quà này thể hiện một chút tấm lòng của tôi.,hsk_1.json
志愿,志愿者,zhìyuànzhě,tình nguyện viên,她是一名志愿者。,Tā shì yīmíng zhìyuànzhě.,Cô ấy là một tình nguyện viên.,hsk_3.json
忘记,别忘记,bié wàng jì,đừng quên,别忘记给我打电话,Bié wàng jì gěi wǒ dǎ diàn huà,Đừng quên gọi cho tôi,hsk_1.json
忘记,忘记了,wàng jì le,đã quên,我忘记了他的名字,Wǒ wàng jì le tā de míng zi,Tôi quên tên anh ấy rồi,hsk_1.json
忘记,不会忘记,bú huì wàng jì,sẽ không quên,永远不会忘记,Yǒng yuǎn bú huì wàng jì,Không bao giờ quên,hsk_1.json
快乐,生日快乐,shēng rì kuài lè,chúc mừng sinh nhật,祝你们生日快乐！,zhù nǐ men shēng rì kuài lè！,Chúc các bạn sinh nhật vui vẻ!,hsk_1.json
快乐,快乐的时光,kuài lè de shí guāng,thời gian vui vẻ,童年是快乐的时光。,tóng nián shì kuài lè de shí guāng。,Thời thơ ấu là khoảng thời gian hạnh phúc.,hsk_1.json
快餐,快餐店,kuài cān diàn,quán thức ăn nhanh,快餐店很多,kuài cān diàn hěn duō,Quán thức ăn nhanh rất nhiều,hsk_2.json
忽然,忽然想起,hū rán xiǎng qǐ,bỗng nhiên nhớ ra,他忽然想起了一件重要的事。,tā hū rán xiǎng qǐ le yī jiàn zhòng yào de shì,Anh ấy bỗng nhớ ra một việc quan trọng.,hsk_5.json
忽视,忽视,hū shì,bỏ qua,这个忽视很好。,zhè ge hū shì hěn hǎo。,bỏ qua này rất tốt.,hsk_3.json
忽视,忽视,hū shì,bỏ qua,我喜欢这个忽视。,wǒ xǐ huan zhè ge hū shì。,Tôi thích bỏ qua này.,hsk_3.json
忽视,忽视,hū shì,bỏ qua,我们不能忽视这个问题。,wǒ men bù néng hū shì zhè gè wèn tí,Chúng ta không thể bỏ qua vấn đề này.,hsk_5.json
怀孕,怀孕期间,huáiyùn qījiān,thai kỳ,怀孕期间,huáiyùn qījiān,Trong thời gian mang thai,hsk_3.json
怀念,怀念,huái niàn,nhớ,这个怀念很好。,zhè ge huái niàn hěn hǎo。,nhớ này rất tốt.,hsk_2.json
怀念,怀念,huái niàn,nhớ,我喜欢这个怀念。,wǒ xǐ huan zhè ge huái niàn。,Tôi thích nhớ này.,hsk_2.json
怀念,怀念,huái niàn,nhớ,我很怀念小时候的生活。,wǒ hěn huái niàn xiǎo shí hòu de shēng huó,Tôi rất hoài niệm cuộc sống thời thơ ấu.,hsk_5.json
怎么,怎么去,zěnme qù,đi thế nào,你怎么去？,Nǐ zěnme qù?,Bạn đi thế nào?,hsk_1.json
怎么,怎么去,zěnme qù,đi thế nào,我不知道怎么去,Wǒ bù zhīdào zěnme qù,Tôi không biết đi thế nào,hsk_1.json
怎么,怎么去,zěnme qù,đi thế nào,你怎么去学校？,nǐ zěn me qù xué xiào,Bạn đi đến trường bằng cách nào?,hsk_1.json
怎么,怎么了,zěnme le,có chuyện gì,怎么了？,Zěnme le?,Có chuyện gì?,hsk_1.json
怎么,怎么,zěnme,thế nào,你怎么去？,Nǐ zěnme qù?,Bạn đi thế nào?,hsk_1.json
怎么,怎么,zěnme,thế nào,这是怎么做的？,Zhè shì zěnme zuò de?,Đây làm như thế nào?,hsk_1.json
怎么,怎么,zěnme,thế nào,我不知道怎么去,Wǒ bù zhīdào zěnme qù,Tôi không biết đi thế nào,hsk_1.json
怎样,怎样做,zěn yàng zuò,làm như thế nào,该怎样做,gāi zěn yàng zuò,Nên làm như thế nào,hsk_2.json
性别,性别歧视,xìngbié qíshì,phân biệt giới tính,性别歧视是一个严重的社会问题。,Xìngbié qíshì shì yī gè yánzhòng de shèhuì wèntí.,Phân biệt giới tính là một vấn đề xã hội nghiêm trọng.,hsk_3.json
恭敬,恭敬的态度,gōngjìng de tàidù,thái độ cung kính,对待长辈要保持恭敬的态度。,Duìdài zhǎngbèi yào bǎochí gōngjìng de tàidù.,Đối với bậc trên cần giữ thái độ cung kính.,hsk_3.json
惊讶,感到惊讶,gǎndào jīngyà,cảm thấy ngạc nhiên,我对她的决定感到惊讶。,Wǒ duì tā de juédìng gǎndào jīngyà.,Tôi cảm thấy ngạc nhiên trước quyết định của cô ấy.,hsk_2.json
惊讶,令人惊讶,lìng rén jīngyà,khiến người ta ngạc nhiên,令人惊讶的是，他竟然通过了考试。,"Lìng rén jīngyà de shì, tā jìngrán tōngguò le kǎoshì.",Điều đáng ngạc nhiên là anh ta thực sự đã vượt qua kỳ thi.,hsk_2.json
惊讶,惊讶不已,jīngyà bùyǐ,không ngừng sửng sốt,他的进步让老师惊讶不已。,Tā de jìnbù ràng lǎoshī jīngyà bùyǐ.,Sự tiến bộ của anh ấy khiến giáo viên không khỏi sửng sốt.,hsk_2.json
惦记,一直惦记,yīzhí diànjì,luôn canh cánh nhớ,妈妈一直惦记着在外地工作的儿子,Māma yīzhí diànjì zhe zài wàidì gōngzuò de érzi,Mẹ luôn canh cánh nhớ đến đứa con đang làm việc xa nhà,hsk_3.json
惦记,一直惦记,yīzhí diànjì,luôn canh cánh nhớ,她一直惦记着要去看望老朋友,Tā yīzhí diànjì zhe yào qù kànwàng lǎo péngyǒu,Cô ấy luôn nhớ và muốn đi thăm người bạn cũ,hsk_3.json
惦记,惦记着,diànjì zhe,đang canh cánh nhớ đến,妈妈一直惦记着在外地工作的儿子,Māma yīzhí diànjì zhe zài wàidì gōngzuò de érzi,Mẹ luôn canh cánh nhớ đến đứa con đang làm việc xa nhà,hsk_3.json
